,게시글번호,"구분(성별, 연령별)",확진자,확진률,치명률,사망자,사망률,등록일시분초,수정일시분초
5375,2435,30-39,2401,12.59,0.08,2,0.63,2020-08-28 09:00:00.000,2021-10-07 14:17:35.398
5376,2434,20-29,4202,22.03,0.00,0,0.00,2020-08-28 09:00:00.000,2021-10-07 14:17:35.398
5377,2433,10-19,1104,5.79,0.00,0,0.00,2020-08-28 09:00:00.000,2021-10-07 14:17:35.398
5378,2432,0-9,406,2.13,0.00,0,0.00,2020-08-28 09:00:00.000,2021-10-07 14:17:35.398
5379,2431,남성,8441,45.13,1.95,165,52.72,2020-08-27 09:00:00.000,2021-10-07 14:17:35.398
5380,2430,여성,10264,54.87,1.44,148,47.28,2020-08-27 09:00:00.000,2021-10-07 14:17:35.398
5381,2429,80 이상,729,3.90,21.40,156,49.84,2020-08-27 09:00:00.000,2021-10-07 14:17:35.398
5382,2428,70-79,1333,7.13,7.05,94,30.03,2020-08-27 09:00:00.000,2021-10-07 14:17:35.398
5383,2427,60-69,2708,14.48,1.51,41,13.10,2020-08-27 09:00:00.000,2021-10-07 14:17:35.398
5384,2426,50-59,3409,18.23,0.47,16,5.11,2020-08-27 09:00:00.000,2021-10-07 14:17:35.398
5385,2425,40-49,2528,13.52,0.16,4,1.28,2020-08-27 09:00:00.000,2021-10-07 14:17:35.398
5386,2424,30-39,2352,12.57,0.09,2,0.64,2020-08-27 09:00:00.000,2021-10-07 14:17:35.398
5387,2423,20-29,4170,22.29,0.00,0,0.00,2020-08-27 09:00:00.000,2021-10-07 14:17:35.398
5388,2422,10-19,1086,5.81,0.00,0,0.00,2020-08-27 09:00:00.000,2021-10-07 14:17:35.398
5389,2421,0-9,390,2.09,0.00,0,0.00,2020-08-27 09:00:00.000,2021-10-07 14:17:35.398
5390,2420,남성,8234,45.08,2.00,165,52.88,2020-08-26 09:00:00.000,2021-10-07 14:17:35.398
5391,2419,여성,10030,54.92,1.47,147,47.12,2020-08-26 09:00:00.000,2021-10-07 14:17:35.398
5392,2418,80 이상,710,3.89,21.97,156,50.00,2020-08-26 09:00:00.000,2021-10-07 14:17:35.398
5393,2417,70-79,1292,7.07,7.20,93,29.81,2020-08-26 09:00:00.000,2021-10-07 14:17:35.398
5394,2416,60-69,2643,14.47,1.55,41,13.14,2020-08-26 09:00:00.000,2021-10-07 14:17:35.398
5395,2415,50-59,3300,18.07,0.48,16,5.13,2020-08-26 09:00:00.000,2021-10-07 14:17:35.398
5396,2414,40-49,2457,13.45,0.16,4,1.28,2020-08-26 09:00:00.000,2021-10-07 14:17:35.398
5397,2413,30-39,2303,12.61,0.09,2,0.64,2020-08-26 09:00:00.000,2021-10-07 14:17:35.398
5398,2412,20-29,4119,22.55,0.00,0,0.00,2020-08-26 09:00:00.000,2021-10-07 14:17:35.398
5399,2411,10-19,1059,5.80,0.00,0,0.00,2020-08-26 09:00:00.000,2021-10-07 14:17:35.398
5400,2410,0-9,381,2.09,0.00,0,0.00,2020-08-26 09:00:00.000,2021-10-07 14:17:35.398
5401,2409,남성,8089,45.08,2.03,164,52.90,2020-08-25 09:00:00.000,2021-10-07 14:17:35.398
5402,2408,여성,9855,54.92,1.48,146,47.10,2020-08-25 09:00:00.000,2021-10-07 14:17:35.398
5403,2407,80 이상,693,3.86,22.22,154,49.68,2020-08-25 09:00:00.000,2021-10-07 14:17:35.398
5404,2406,70-79,1258,7.01,7.39,93,30.00,2020-08-25 09:00:00.000,2021-10-07 14:17:35.398
5405,2405,60-69,2586,14.41,1.59,41,13.23,2020-08-25 09:00:00.000,2021-10-07 14:17:35.398
5406,2404,50-59,3240,18.06,0.49,16,5.16,2020-08-25 09:00:00.000,2021-10-07 14:17:35.398
5407,2403,40-49,2415,13.46,0.17,4,1.29,2020-08-25 09:00:00.000,2021-10-07 14:17:35.398
5408,2402,30-39,2256,12.57,0.09,2,0.65,2020-08-25 09:00:00.000,2021-10-07 14:17:35.398
5409,2401,20-29,4082,22.75,0.00,0,0.00,2020-08-25 09:00:00.000,2021-10-07 14:17:35.398
5410,2400,10-19,1046,5.83,0.00,0,0.00,2020-08-25 09:00:00.000,2021-10-07 14:17:35.398
5411,2399,0-9,368,2.05,0.00,0,0.00,2020-08-25 09:00:00.000,2021-10-07 14:17:35.398
5412,2398,남성,7952,45.02,2.05,163,52.75,2020-08-24 09:00:00.000,2021-10-07 14:17:35.398
5413,2397,여성,9712,54.98,1.50,146,47.25,2020-08-24 09:00:00.000,2021-10-07 14:17:35.398
5414,2396,80 이상,684,3.87,22.37,153,49.51,2020-08-24 09:00:00.000,2021-10-07 14:17:35.398
5415,2395,70-79,1228,6.95,7.57,93,30.10,2020-08-24 09:00:00.000,2021-10-07 14:17:35.398
5416,2394,60-69,2536,14.36,1.62,41,13.27,2020-08-24 09:00:00.000,2021-10-07 14:17:35.398
5417,2393,50-59,3187,18.04,0.50,16,5.18,2020-08-24 09:00:00.000,2021-10-07 14:17:35.398
5418,2392,40-49,2382,13.49,0.17,4,1.29,2020-08-24 09:00:00.000,2021-10-07 14:17:35.398
5419,2391,30-39,2226,12.60,0.09,2,0.65,2020-08-24 09:00:00.000,2021-10-07 14:17:35.398
5420,2390,20-29,4040,22.87,0.00,0,0.00,2020-08-24 09:00:00.000,2021-10-07 14:17:35.398
5421,2389,10-19,1028,5.82,0.00,0,0.00,2020-08-24 09:00:00.000,2021-10-07 14:17:35.398
5422,2388,0-9,353,2.00,0.00,0,0.00,2020-08-24 09:00:00.000,2021-10-07 14:17:35.398
5423,2387,남성,7834,45.03,2.08,163,52.75,2020-08-23 09:00:00.000,2021-10-07 14:17:35.398
5424,2386,여성,9564,54.97,1.53,146,47.25,2020-08-23 09:00:00.000,2021-10-07 14:17:35.398
5425,2385,80 이상,668,3.84,22.90,153,49.51,2020-08-23 09:00:00.000,2021-10-07 14:17:35.398
5426,2384,70-79,1204,6.92,7.72,93,30.10,2020-08-23 09:00:00.000,2021-10-07 14:17:35.398
5427,2383,60-69,2484,14.28,1.65,41,13.27,2020-08-23 09:00:00.000,2021-10-07 14:17:35.398
5428,2382,50-59,3139,18.04,0.51,16,5.18,2020-08-23 09:00:00.000,2021-10-07 14:17:35.398
5429,2381,40-49,2343,13.47,0.17,4,1.29,2020-08-23 09:00:00.000,2021-10-07 14:17:35.398
5430,2380,30-39,2191,12.59,0.09,2,0.65,2020-08-23 09:00:00.000,2021-10-07 14:17:35.398
5431,2379,20-29,4010,23.05,0.00,0,0.00,2020-08-23 09:00:00.000,2021-10-07 14:17:35.398
5432,2378,10-19,1015,5.83,0.00,0,0.00,2020-08-23 09:00:00.000,2021-10-07 14:17:35.398
5433,2377,0-9,344,1.98,0.00,0,0.00,2020-08-23 09:00:00.000,2021-10-07 14:17:35.398
5434,2376,남성,7677,45.15,2.12,163,52.75,2020-08-22 09:00:00.000,2021-10-07 14:17:35.398
5435,2375,여성,9325,54.85,1.57,146,47.25,2020-08-22 09:00:00.000,2021-10-07 14:17:35.398
5436,2374,80 이상,654,3.85,23.39,153,49.51,2020-08-22 09:00:00.000,2021-10-07 14:17:35.398
5437,2373,70-79,1177,6.92,7.90,93,30.10,2020-08-22 09:00:00.000,2021-10-07 14:17:35.398
5438,2372,60-69,2398,14.10,1.71,41,13.27,2020-08-22 09:00:00.000,2021-10-07 14:17:35.398
5439,2371,50-59,3057,17.98,0.52,16,5.18,2020-08-22 09:00:00.000,2021-10-07 14:17:35.398
5440,2370,40-49,2281,13.42,0.18,4,1.29,2020-08-22 09:00:00.000,2021-10-07 14:17:35.398
5441,2369,30-39,2151,12.65,0.09,2,0.65,2020-08-22 09:00:00.000,2021-10-07 14:17:35.398
5442,2368,20-29,3976,23.39,0.00,0,0.00,2020-08-22 09:00:00.000,2021-10-07 14:17:35.398
5443,2367,10-19,980,5.76,0.00,0,0.00,2020-08-22 09:00:00.000,2021-10-07 14:17:35.398
5444,2366,0-9,328,1.93,0.00,0,0.00,2020-08-22 09:00:00.000,2021-10-07 14:17:35.398
5445,2365,남성,7532,45.18,2.16,163,52.75,2020-08-21 09:00:00.000,2021-10-07 14:17:35.398
5446,2364,여성,9138,54.82,1.60,146,47.25,2020-08-21 09:00:00.000,2021-10-07 14:17:35.398
5447,2363,80 이상,651,3.91,23.50,153,49.51,2020-08-21 09:00:00.000,2021-10-07 14:17:35.398
5448,2362,70-79,1143,6.86,8.14,93,30.10,2020-08-21 09:00:00.000,2021-10-07 14:17:35.398
5449,2361,60-69,2342,14.05,1.75,41,13.27,2020-08-21 09:00:00.000,2021-10-07 14:17:35.398
5450,2360,50-59,2991,17.94,0.53,16,5.18,2020-08-21 09:00:00.000,2021-10-07 14:17:35.398
5451,2359,40-49,2233,13.40,0.18,4,1.29,2020-08-21 09:00:00.000,2021-10-07 14:17:35.398
5452,2358,30-39,2111,12.66,0.09,2,0.65,2020-08-21 09:00:00.000,2021-10-07 14:17:35.398
5453,2357,20-29,3921,23.52,0.00,0,0.00,2020-08-21 09:00:00.000,2021-10-07 14:17:35.398
5454,2356,10-19,961,5.76,0.00,0,0.00,2020-08-21 09:00:00.000,2021-10-07 14:17:35.398
5455,2355,0-9,317,1.90,0.00,0,0.00,2020-08-21 09:00:00.000,2021-10-07 14:17:35.398
5456,2354,남성,7384,45.17,2.21,163,53.09,2020-08-20 09:00:00.000,2021-10-07 14:17:35.398
5457,2353,여성,8962,54.83,1.61,144,46.91,2020-08-20 09:00:00.000,2021-10-07 14:17:35.398
5458,2352,80 이상,645,3.95,23.72,153,49.84,2020-08-20 09:00:00.000,2021-10-07 14:17:35.398
5459,2351,70-79,1109,6.78,8.21,91,29.64,2020-08-20 09:00:00.000,2021-10-07 14:17:35.398
5460,2350,60-69,2268,13.87,1.81,41,13.36,2020-08-20 09:00:00.000,2021-10-07 14:17:35.398
5461,2349,50-59,2930,17.92,0.55,16,5.21,2020-08-20 09:00:00.000,2021-10-07 14:17:35.398
5462,2348,40-49,2191,13.40,0.18,4,1.30,2020-08-20 09:00:00.000,2021-10-07 14:17:35.398
5463,2347,30-39,2071,12.67,0.10,2,0.65,2020-08-20 09:00:00.000,2021-10-07 14:17:35.398
5464,2346,20-29,3879,23.73,0.00,0,0.00,2020-08-20 09:00:00.000,2021-10-07 14:17:35.398
5465,2345,10-19,942,5.76,0.00,0,0.00,2020-08-20 09:00:00.000,2021-10-07 14:17:35.398
5466,2344,0-9,311,1.90,0.00,0,0.00,2020-08-20 09:00:00.000,2021-10-07 14:17:35.398
5467,2343,남성,7250,45.15,2.25,163,53.27,2020-08-19 09:00:00.000,2021-10-07 14:17:35.398
5468,2342,여성,8808,54.85,1.62,143,46.73,2020-08-19 09:00:00.000,2021-10-07 14:17:35.398
5469,2341,80 이상,634,3.95,23.97,152,49.67,2020-08-19 09:00:00.000,2021-10-07 14:17:35.398
5470,2340,70-79,1079,6.72,8.43,91,29.74,2020-08-19 09:00:00.000,2021-10-07 14:17:35.398
5471,2339,60-69,2221,13.83,1.85,41,13.40,2020-08-19 09:00:00.000,2021-10-07 14:17:35.398
5472,2338,50-59,2875,17.90,0.56,16,5.23,2020-08-19 09:00:00.000,2021-10-07 14:17:35.398
5473,2337,40-49,2159,13.45,0.19,4,1.31,2020-08-19 09:00:00.000,2021-10-07 14:17:35.398
5474,2336,30-39,2036,12.68,0.10,2,0.65,2020-08-19 09:00:00.000,2021-10-07 14:17:35.398
5475,2335,20-29,3848,23.96,0.00,0,0.00,2020-08-19 09:00:00.000,2021-10-07 14:17:35.398
5476,2334,10-19,907,5.65,0.00,0,0.00,2020-08-19 09:00:00.000,2021-10-07 14:17:35.398
5477,2333,0-9,299,1.86,0.00,0,0.00,2020-08-19 09:00:00.000,2021-10-07 14:17:35.398
5478,2332,남성,7142,45.31,2.28,163,53.27,2020-08-18 09:00:00.000,2021-10-07 14:17:35.398
5479,2331,여성,8619,54.69,1.66,143,46.73,2020-08-18 09:00:00.000,2021-10-07 14:17:35.398
5480,2330,80 이상,627,3.98,24.24,152,49.67,2020-08-18 09:00:00.000,2021-10-07 14:17:35.398
5481,2329,70-79,1050,6.66,8.67,91,29.74,2020-08-18 09:00:00.000,2021-10-07 14:17:35.398
5482,2328,60-69,2148,13.63,1.91,41,13.40,2020-08-18 09:00:00.000,2021-10-07 14:17:35.398
5483,2327,50-59,2817,17.87,0.57,16,5.23,2020-08-18 09:00:00.000,2021-10-07 14:17:35.398
5484,2326,40-49,2120,13.45,0.19,4,1.31,2020-08-18 09:00:00.000,2021-10-07 14:17:35.398
5485,2325,30-39,2004,12.71,0.10,2,0.65,2020-08-18 09:00:00.000,2021-10-07 14:17:35.398
5486,2324,20-29,3820,24.24,0.00,0,0.00,2020-08-18 09:00:00.000,2021-10-07 14:17:35.398
5487,2323,10-19,890,5.65,0.00,0,0.00,2020-08-18 09:00:00.000,2021-10-07 14:17:35.398
5488,2322,0-9,285,1.81,0.00,0,0.00,2020-08-18 09:00:00.000,2021-10-07 14:17:35.398
5489,2321,남성,7052,45.45,2.30,162,53.11,2020-08-17 09:00:00.000,2021-10-07 14:17:35.398
5490,2320,여성,8463,54.55,1.69,143,46.89,2020-08-17 09:00:00.000,2021-10-07 14:17:35.398
5491,2319,80 이상,625,4.03,24.32,152,49.84,2020-08-17 09:00:00.000,2021-10-07 14:17:35.398
5492,2318,70-79,1028,6.63,8.75,90,29.51,2020-08-17 09:00:00.000,2021-10-07 14:17:35.398
5493,2317,60-69,2082,13.42,1.97,41,13.44,2020-08-17 09:00:00.000,2021-10-07 14:17:35.398
5494,2316,50-59,2755,17.76,0.58,16,5.25,2020-08-17 09:00:00.000,2021-10-07 14:17:35.398
5495,2315,40-49,2093,13.49,0.19,4,1.31,2020-08-17 09:00:00.000,2021-10-07 14:17:35.398
5496,2314,30-39,1977,12.74,0.10,2,0.66,2020-08-17 09:00:00.000,2021-10-07 14:17:35.398
5497,2313,20-29,3803,24.51,0.00,0,0.00,2020-08-17 09:00:00.000,2021-10-07 14:17:35.398
5498,2312,10-19,872,5.62,0.00,0,0.00,2020-08-17 09:00:00.000,2021-10-07 14:17:35.398
5499,2311,0-9,280,1.80,0.00,0,0.00,2020-08-17 09:00:00.000,2021-10-07 14:17:35.398
5500,2310,남성,6977,45.55,2.32,162,53.11,2020-08-16 09:00:00.000,2021-10-07 14:17:35.398
5501,2309,여성,8341,54.45,1.71,143,46.89,2020-08-16 09:00:00.000,2021-10-07 14:17:35.398
5502,2308,80 이상,618,4.03,24.60,152,49.84,2020-08-16 09:00:00.000,2021-10-07 14:17:35.398
5503,2307,70-79,1014,6.62,8.88,90,29.51,2020-08-16 09:00:00.000,2021-10-07 14:17:35.398
5504,2306,60-69,2033,13.27,2.02,41,13.44,2020-08-16 09:00:00.000,2021-10-07 14:17:35.398
5505,2305,50-59,2718,17.74,0.59,16,5.25,2020-08-16 09:00:00.000,2021-10-07 14:17:35.398
5506,2304,40-49,2070,13.51,0.19,4,1.31,2020-08-16 09:00:00.000,2021-10-07 14:17:35.398
5507,2303,30-39,1950,12.73,0.10,2,0.66,2020-08-16 09:00:00.000,2021-10-07 14:17:35.398
5508,2302,20-29,3781,24.68,0.00,0,0.00,2020-08-16 09:00:00.000,2021-10-07 14:17:35.398
5509,2301,10-19,859,5.61,0.00,0,0.00,2020-08-16 09:00:00.000,2021-10-07 14:17:35.398
5510,2300,0-9,275,1.80,0.00,0,0.00,2020-08-16 09:00:00.000,2021-10-07 14:17:35.398
5511,2299,남성,6875,45.71,2.36,162,53.11,2020-08-15 09:00:00.000,2021-10-07 14:17:35.398
5512,2298,여성,8164,54.29,1.75,143,46.89,2020-08-15 09:00:00.000,2021-10-07 14:17:35.398
5513,2297,80 이상,612,4.07,24.84,152,49.84,2020-08-15 09:00:00.000,2021-10-07 14:17:35.398
5514,2296,70-79,983,6.54,9.16,90,29.51,2020-08-15 09:00:00.000,2021-10-07 14:17:35.398
5515,2295,60-69,1977,13.15,2.07,41,13.44,2020-08-15 09:00:00.000,2021-10-07 14:17:35.398
5516,2294,50-59,2660,17.69,0.60,16,5.25,2020-08-15 09:00:00.000,2021-10-07 14:17:35.398
5517,2293,40-49,2035,13.53,0.20,4,1.31,2020-08-15 09:00:00.000,2021-10-07 14:17:35.398
5518,2292,30-39,1922,12.78,0.10,2,0.66,2020-08-15 09:00:00.000,2021-10-07 14:17:35.398
5519,2291,20-29,3742,24.88,0.00,0,0.00,2020-08-15 09:00:00.000,2021-10-07 14:17:35.398
5520,2290,10-19,836,5.56,0.00,0,0.00,2020-08-15 09:00:00.000,2021-10-07 14:17:35.398
5521,2289,0-9,272,1.81,0.00,0,0.00,2020-08-15 09:00:00.000,2021-10-07 14:17:35.398
5522,2288,남성,6805,45.75,2.38,162,53.11,2020-08-14 09:00:00.000,2021-10-07 14:17:35.398
5523,2287,여성,8068,54.25,1.77,143,46.89,2020-08-14 09:00:00.000,2021-10-07 14:17:35.398
5524,2286,80 이상,609,4.09,24.96,152,49.84,2020-08-14 09:00:00.000,2021-10-07 14:17:35.398
5525,2285,70-79,972,6.54,9.26,90,29.51,2020-08-14 09:00:00.000,2021-10-07 14:17:35.398
5526,2284,60-69,1948,13.10,2.10,41,13.44,2020-08-14 09:00:00.000,2021-10-07 14:17:35.398
5527,2283,50-59,2627,17.66,0.61,16,5.25,2020-08-14 09:00:00.000,2021-10-07 14:17:35.398
5528,2282,40-49,2011,13.52,0.20,4,1.31,2020-08-14 09:00:00.000,2021-10-07 14:17:35.398
5529,2281,30-39,1902,12.79,0.11,2,0.66,2020-08-14 09:00:00.000,2021-10-07 14:17:35.398
5530,2280,20-29,3710,24.94,0.00,0,0.00,2020-08-14 09:00:00.000,2021-10-07 14:17:35.398
5531,2279,10-19,826,5.55,0.00,0,0.00,2020-08-14 09:00:00.000,2021-10-07 14:17:35.398
5532,2278,0-9,268,1.80,0.00,0,0.00,2020-08-14 09:00:00.000,2021-10-07 14:17:35.398
5533,2277,남성,6754,45.73,2.40,162,53.11,2020-08-13 09:00:00.000,2021-10-07 14:17:35.398
5534,2276,여성,8016,54.27,1.78,143,46.89,2020-08-13 09:00:00.000,2021-10-07 14:17:35.398
5535,2275,80 이상,607,4.11,25.04,152,49.84,2020-08-13 09:00:00.000,2021-10-07 14:17:35.398
5536,2274,70-79,966,6.54,9.32,90,29.51,2020-08-13 09:00:00.000,2021-10-07 14:17:35.398
5537,2273,60-69,1933,13.09,2.12,41,13.44,2020-08-13 09:00:00.000,2021-10-07 14:17:35.398
5538,2272,50-59,2608,17.66,0.61,16,5.25,2020-08-13 09:00:00.000,2021-10-07 14:17:35.398
5539,2271,40-49,1995,13.51,0.20,4,1.31,2020-08-13 09:00:00.000,2021-10-07 14:17:35.398
5540,2270,30-39,1885,12.76,0.11,2,0.66,2020-08-13 09:00:00.000,2021-10-07 14:17:35.398
5541,2269,20-29,3696,25.02,0.00,0,0.00,2020-08-13 09:00:00.000,2021-10-07 14:17:35.398
5542,2268,10-19,816,5.52,0.00,0,0.00,2020-08-13 09:00:00.000,2021-10-07 14:17:35.398
5543,2267,0-9,264,1.79,0.00,0,0.00,2020-08-13 09:00:00.000,2021-10-07 14:17:35.398
5544,2266,남성,6723,45.69,2.41,162,53.11,2020-08-12 09:00:00.000,2021-10-07 14:17:35.398
5545,2265,여성,7991,54.31,1.79,143,46.89,2020-08-12 09:00:00.000,2021-10-07 14:17:35.398
5546,2264,80 이상,605,4.11,25.12,152,49.84,2020-08-12 09:00:00.000,2021-10-07 14:17:35.398
5547,2263,70-79,964,6.55,9.34,90,29.51,2020-08-12 09:00:00.000,2021-10-07 14:17:35.398
5548,2262,60-69,1927,13.10,2.13,41,13.44,2020-08-12 09:00:00.000,2021-10-07 14:17:35.398
5549,2261,50-59,2598,17.66,0.62,16,5.25,2020-08-12 09:00:00.000,2021-10-07 14:17:35.398
5550,2260,40-49,1990,13.52,0.20,4,1.31,2020-08-12 09:00:00.000,2021-10-07 14:17:35.398
5551,2259,30-39,1873,12.73,0.11,2,0.66,2020-08-12 09:00:00.000,2021-10-07 14:17:35.398
5552,2258,20-29,3685,25.04,0.00,0,0.00,2020-08-12 09:00:00.000,2021-10-07 14:17:35.398
5553,2257,10-19,810,5.50,0.00,0,0.00,2020-08-12 09:00:00.000,2021-10-07 14:17:35.398
5554,2256,0-9,262,1.78,0.00,0,0.00,2020-08-12 09:00:00.000,2021-10-07 14:17:35.398
5555,2255,남성,6689,45.63,2.42,162,53.11,2020-08-11 09:00:00.000,2021-10-07 14:17:35.398
5556,2254,여성,7971,54.37,1.79,143,46.89,2020-08-11 09:00:00.000,2021-10-07 14:17:35.398
5557,2253,80 이상,603,4.11,25.21,152,49.84,2020-08-11 09:00:00.000,2021-10-07 14:17:35.398
5558,2252,70-79,961,6.56,9.37,90,29.51,2020-08-11 09:00:00.000,2021-10-07 14:17:35.398
5559,2251,60-69,1925,13.13,2.13,41,13.44,2020-08-11 09:00:00.000,2021-10-07 14:17:35.398
5560,2250,50-59,2586,17.64,0.62,16,5.25,2020-08-11 09:00:00.000,2021-10-07 14:17:35.398
5561,2249,40-49,1978,13.49,0.20,4,1.31,2020-08-11 09:00:00.000,2021-10-07 14:17:35.398
5562,2248,30-39,1862,12.70,0.11,2,0.66,2020-08-11 09:00:00.000,2021-10-07 14:17:35.398
5563,2247,20-29,3681,25.11,0.00,0,0.00,2020-08-11 09:00:00.000,2021-10-07 14:17:35.398
5564,2246,10-19,803,5.48,0.00,0,0.00,2020-08-11 09:00:00.000,2021-10-07 14:17:35.398
5565,2245,0-9,261,1.78,0.00,0,0.00,2020-08-11 09:00:00.000,2021-10-07 14:17:35.398
5566,2244,남성,6669,45.60,2.43,162,53.11,2020-08-10 09:00:00.000,2021-10-07 14:17:35.398
5567,2243,여성,7957,54.40,1.80,143,46.89,2020-08-10 09:00:00.000,2021-10-07 14:17:35.398
5568,2242,80 이상,603,4.12,25.21,152,49.84,2020-08-10 09:00:00.000,2021-10-07 14:17:35.398
5569,2241,70-79,958,6.55,9.39,90,29.51,2020-08-10 09:00:00.000,2021-10-07 14:17:35.398
5570,2240,60-69,1918,13.11,2.14,41,13.44,2020-08-10 09:00:00.000,2021-10-07 14:17:35.398
5571,2239,50-59,2577,17.62,0.62,16,5.25,2020-08-10 09:00:00.000,2021-10-07 14:17:35.398
5572,2238,40-49,1974,13.50,0.20,4,1.31,2020-08-10 09:00:00.000,2021-10-07 14:17:35.398
5573,2237,30-39,1857,12.70,0.11,2,0.66,2020-08-10 09:00:00.000,2021-10-07 14:17:35.398
5574,2236,20-29,3675,25.13,0.00,0,0.00,2020-08-10 09:00:00.000,2021-10-07 14:17:35.398
5575,2235,10-19,803,5.49,0.00,0,0.00,2020-08-10 09:00:00.000,2021-10-07 14:17:35.398
5576,2234,0-9,261,1.78,0.00,0,0.00,2020-08-10 09:00:00.000,2021-10-07 14:17:35.398
5577,2233,남성,6655,45.59,2.43,162,53.11,2020-08-09 09:00:00.000,2021-10-07 14:17:35.398
5578,2232,여성,7943,54.41,1.80,143,46.89,2020-08-09 09:00:00.000,2021-10-07 14:17:35.398
5579,2231,80 이상,603,4.13,25.21,152,49.84,2020-08-09 09:00:00.000,2021-10-07 14:17:35.398
5580,2230,70-79,957,6.56,9.40,90,29.51,2020-08-09 09:00:00.000,2021-10-07 14:17:35.398
5581,2229,60-69,1905,13.05,2.15,41,13.44,2020-08-09 09:00:00.000,2021-10-07 14:17:35.398
5582,2228,50-59,2573,17.63,0.62,16,5.25,2020-08-09 09:00:00.000,2021-10-07 14:17:35.398
5583,2227,40-49,1971,13.50,0.20,4,1.31,2020-08-09 09:00:00.000,2021-10-07 14:17:35.398
5584,2226,30-39,1854,12.70,0.11,2,0.66,2020-08-09 09:00:00.000,2021-10-07 14:17:35.398
5585,2225,20-29,3671,25.15,0.00,0,0.00,2020-08-09 09:00:00.000,2021-10-07 14:17:35.398
5586,2224,10-19,803,5.50,0.00,0,0.00,2020-08-09 09:00:00.000,2021-10-07 14:17:35.398
5587,2223,0-9,261,1.79,0.00,0,0.00,2020-08-09 09:00:00.000,2021-10-07 14:17:35.398
5588,2222,남성,6638,45.58,2.43,161,52.96,2020-08-08 09:00:00.000,2021-10-07 14:17:35.398
5589,2221,여성,7924,54.42,1.80,143,47.04,2020-08-08 09:00:00.000,2021-10-07 14:17:35.398
5590,2220,80 이상,601,4.13,25.29,152,50.00,2020-08-08 09:00:00.000,2021-10-07 14:17:35.398
5591,2219,70-79,957,6.57,9.40,90,29.61,2020-08-08 09:00:00.000,2021-10-07 14:17:35.398
5592,2218,60-69,1898,13.03,2.16,41,13.49,2020-08-08 09:00:00.000,2021-10-07 14:17:35.398
5593,2217,50-59,2566,17.62,0.62,16,5.26,2020-08-08 09:00:00.000,2021-10-07 14:17:35.398
5594,2216,40-49,1968,13.51,0.15,3,0.99,2020-08-08 09:00:00.000,2021-10-07 14:17:35.398
5595,2215,30-39,1849,12.70,0.11,2,0.66,2020-08-08 09:00:00.000,2021-10-07 14:17:35.398
5596,2214,20-29,3664,25.16,0.00,0,0.00,2020-08-08 09:00:00.000,2021-10-07 14:17:35.398
5597,2213,10-19,802,5.51,0.00,0,0.00,2020-08-08 09:00:00.000,2021-10-07 14:17:35.398
5598,2212,0-9,257,1.76,0.00,0,0.00,2020-08-08 09:00:00.000,2021-10-07 14:17:35.398
5599,2211,남성,6615,45.56,2.42,160,52.81,2020-08-07 09:00:00.000,2021-10-07 14:17:35.398
5600,2210,여성,7904,54.44,1.81,143,47.19,2020-08-07 09:00:00.000,2021-10-07 14:17:35.398
5601,2209,80 이상,601,4.14,25.12,151,49.83,2020-08-07 09:00:00.000,2021-10-07 14:17:35.398
5602,2208,70-79,954,6.57,9.43,90,29.70,2020-08-07 09:00:00.000,2021-10-07 14:17:35.398
5603,2207,60-69,1885,12.98,2.18,41,13.53,2020-08-07 09:00:00.000,2021-10-07 14:17:35.398
5604,2206,50-59,2556,17.60,0.63,16,5.28,2020-08-07 09:00:00.000,2021-10-07 14:17:35.398
5605,2205,40-49,1964,13.53,0.15,3,0.99,2020-08-07 09:00:00.000,2021-10-07 14:17:35.398
5606,2204,30-39,1845,12.71,0.11,2,0.66,2020-08-07 09:00:00.000,2021-10-07 14:17:35.398
5607,2203,20-29,3657,25.19,0.00,0,0.00,2020-08-07 09:00:00.000,2021-10-07 14:17:35.398
5608,2202,10-19,801,5.52,0.00,0,0.00,2020-08-07 09:00:00.000,2021-10-07 14:17:35.398
5609,2201,0-9,256,1.76,0.00,0,0.00,2020-08-07 09:00:00.000,2021-10-07 14:17:35.398
5610,2200,남성,6603,45.54,2.42,160,52.98,2020-08-06 09:00:00.000,2021-10-07 14:17:35.398
5611,2199,여성,7896,54.46,1.80,142,47.02,2020-08-06 09:00:00.000,2021-10-07 14:17:35.398
5612,2198,80 이상,601,4.15,24.96,150,49.67,2020-08-06 09:00:00.000,2021-10-07 14:17:35.398
5613,2197,70-79,954,6.58,9.43,90,29.80,2020-08-06 09:00:00.000,2021-10-07 14:17:35.398
5614,2196,60-69,1880,12.97,2.18,41,13.58,2020-08-06 09:00:00.000,2021-10-07 14:17:35.398
5615,2195,50-59,2554,17.62,0.63,16,5.30,2020-08-06 09:00:00.000,2021-10-07 14:17:35.398
5616,2194,40-49,1959,13.51,0.15,3,0.99,2020-08-06 09:00:00.000,2021-10-07 14:17:35.398
5617,2193,30-39,1844,12.72,0.11,2,0.66,2020-08-06 09:00:00.000,2021-10-07 14:17:35.398
5618,2192,20-29,3654,25.20,0.00,0,0.00,2020-08-06 09:00:00.000,2021-10-07 14:17:35.398
5619,2191,10-19,797,5.50,0.00,0,0.00,2020-08-06 09:00:00.000,2021-10-07 14:17:35.398
5620,2190,0-9,256,1.77,0.00,0,0.00,2020-08-06 09:00:00.000,2021-10-07 14:17:35.398
