,게시글번호,"구분(성별, 연령별)",확진자,확진률,치명률,사망자,사망률,등록일시분초,수정일시분초
5130,2680,60-69,3607,15.76,1.16,42,11.11,2020-09-19 09:00:00.000,2021-10-07 14:17:35.398
5131,2679,50-59,4239,18.52,0.40,17,4.50,2020-09-19 09:00:00.000,2021-10-07 14:17:35.398
5132,2678,40-49,3053,13.34,0.13,4,1.06,2020-09-19 09:00:00.000,2021-10-07 14:17:35.398
5133,2677,30-39,2792,12.20,0.07,2,0.53,2020-09-19 09:00:00.000,2021-10-07 14:17:35.398
5134,2676,20-29,4653,20.33,0.00,0,0.00,2020-09-19 09:00:00.000,2021-10-07 14:17:35.398
5135,2675,10-19,1264,5.52,0.00,0,0.00,2020-09-19 09:00:00.000,2021-10-07 14:17:35.398
5136,2674,0-9,548,2.39,0.00,0,0.00,2020-09-19 09:00:00.000,2021-10-07 14:17:35.398
5137,2673,남성,10423,45.75,1.90,198,52.52,2020-09-18 09:00:00.000,2021-10-07 14:17:35.398
5138,2672,여성,12359,54.25,1.45,179,47.48,2020-09-18 09:00:00.000,2021-10-07 14:17:35.398
5139,2671,80 이상,923,4.05,21.02,194,51.46,2020-09-18 09:00:00.000,2021-10-07 14:17:35.398
5140,2670,70-79,1792,7.87,6.58,118,31.30,2020-09-18 09:00:00.000,2021-10-07 14:17:35.398
5141,2669,60-69,3581,15.72,1.17,42,11.14,2020-09-18 09:00:00.000,2021-10-07 14:17:35.398
5142,2668,50-59,4204,18.45,0.40,17,4.51,2020-09-18 09:00:00.000,2021-10-07 14:17:35.398
5143,2667,40-49,3044,13.36,0.13,4,1.06,2020-09-18 09:00:00.000,2021-10-07 14:17:35.398
5144,2666,30-39,2785,12.22,0.07,2,0.53,2020-09-18 09:00:00.000,2021-10-07 14:17:35.398
5145,2665,20-29,4647,20.40,0.00,0,0.00,2020-09-18 09:00:00.000,2021-10-07 14:17:35.398
5146,2664,10-19,1259,5.53,0.00,0,0.00,2020-09-18 09:00:00.000,2021-10-07 14:17:35.398
5147,2663,0-9,547,2.40,0.00,0,0.00,2020-09-18 09:00:00.000,2021-10-07 14:17:35.398
5148,2662,남성,10366,45.75,1.88,195,52.42,2020-09-17 09:00:00.000,2021-10-07 14:17:35.398
5149,2661,여성,12290,54.25,1.44,177,47.58,2020-09-17 09:00:00.000,2021-10-07 14:17:35.398
5150,2660,80 이상,918,4.05,21.02,193,51.88,2020-09-17 09:00:00.000,2021-10-07 14:17:35.398
5151,2659,70-79,1780,7.86,6.40,114,30.65,2020-09-17 09:00:00.000,2021-10-07 14:17:35.398
5152,2658,60-69,3557,15.70,1.18,42,11.29,2020-09-17 09:00:00.000,2021-10-07 14:17:35.398
5153,2657,50-59,4180,18.45,0.41,17,4.57,2020-09-17 09:00:00.000,2021-10-07 14:17:35.398
5154,2656,40-49,3023,13.34,0.13,4,1.08,2020-09-17 09:00:00.000,2021-10-07 14:17:35.398
5155,2655,30-39,2768,12.22,0.07,2,0.54,2020-09-17 09:00:00.000,2021-10-07 14:17:35.398
5156,2654,20-29,4631,20.44,0.00,0,0.00,2020-09-17 09:00:00.000,2021-10-07 14:17:35.398
5157,2653,10-19,1255,5.54,0.00,0,0.00,2020-09-17 09:00:00.000,2021-10-07 14:17:35.398
5158,2652,0-9,544,2.40,0.00,0,0.00,2020-09-17 09:00:00.000,2021-10-07 14:17:35.398
5159,2651,남성,10292,45.74,1.87,192,52.32,2020-09-16 09:00:00.000,2021-10-07 14:17:35.398
5160,2650,여성,12211,54.26,1.43,175,47.68,2020-09-16 09:00:00.000,2021-10-07 14:17:35.398
5161,2649,80 이상,914,4.06,20.57,188,51.23,2020-09-16 09:00:00.000,2021-10-07 14:17:35.398
5162,2648,70-79,1763,7.83,6.47,114,31.06,2020-09-16 09:00:00.000,2021-10-07 14:17:35.398
5163,2647,60-69,3530,15.69,1.19,42,11.44,2020-09-16 09:00:00.000,2021-10-07 14:17:35.398
5164,2646,50-59,4144,18.42,0.41,17,4.63,2020-09-16 09:00:00.000,2021-10-07 14:17:35.398
5165,2645,40-49,3003,13.34,0.13,4,1.09,2020-09-16 09:00:00.000,2021-10-07 14:17:35.398
5166,2644,30-39,2757,12.25,0.07,2,0.54,2020-09-16 09:00:00.000,2021-10-07 14:17:35.398
5167,2643,20-29,4606,20.47,0.00,0,0.00,2020-09-16 09:00:00.000,2021-10-07 14:17:35.398
5168,2642,10-19,1247,5.54,0.00,0,0.00,2020-09-16 09:00:00.000,2021-10-07 14:17:35.398
5169,2641,0-9,539,2.40,0.00,0,0.00,2020-09-16 09:00:00.000,2021-10-07 14:17:35.398
5170,2640,남성,10225,45.67,1.88,192,52.32,2020-09-15 09:00:00.000,2021-10-07 14:17:35.398
5171,2639,여성,12165,54.33,1.44,175,47.68,2020-09-15 09:00:00.000,2021-10-07 14:17:35.398
5172,2638,80 이상,910,4.06,20.66,188,51.23,2020-09-15 09:00:00.000,2021-10-07 14:17:35.398
5173,2637,70-79,1745,7.79,6.53,114,31.06,2020-09-15 09:00:00.000,2021-10-07 14:17:35.398
5174,2636,60-69,3505,15.65,1.20,42,11.44,2020-09-15 09:00:00.000,2021-10-07 14:17:35.398
5175,2635,50-59,4122,18.41,0.41,17,4.63,2020-09-15 09:00:00.000,2021-10-07 14:17:35.398
5176,2634,40-49,2986,13.34,0.13,4,1.09,2020-09-15 09:00:00.000,2021-10-07 14:17:35.398
5177,2633,30-39,2748,12.27,0.07,2,0.54,2020-09-15 09:00:00.000,2021-10-07 14:17:35.398
5178,2632,20-29,4592,20.51,0.00,0,0.00,2020-09-15 09:00:00.000,2021-10-07 14:17:35.398
5179,2631,10-19,1244,5.56,0.00,0,0.00,2020-09-15 09:00:00.000,2021-10-07 14:17:35.398
5180,2630,0-9,538,2.40,0.00,0,0.00,2020-09-15 09:00:00.000,2021-10-07 14:17:35.398
5181,2629,남성,10177,45.67,1.87,190,52.34,2020-09-14 09:00:00.000,2021-10-07 14:17:35.398
5182,2628,여성,12107,54.33,1.43,173,47.66,2020-09-14 09:00:00.000,2021-10-07 14:17:35.398
5183,2627,80 이상,908,4.07,20.37,185,50.96,2020-09-14 09:00:00.000,2021-10-07 14:17:35.398
5184,2626,70-79,1734,7.78,6.52,113,31.13,2020-09-14 09:00:00.000,2021-10-07 14:17:35.398
5185,2625,60-69,3480,15.62,1.21,42,11.57,2020-09-14 09:00:00.000,2021-10-07 14:17:35.398
5186,2624,50-59,4104,18.42,0.41,17,4.68,2020-09-14 09:00:00.000,2021-10-07 14:17:35.398
5187,2623,40-49,2968,13.32,0.13,4,1.10,2020-09-14 09:00:00.000,2021-10-07 14:17:35.398
5188,2622,30-39,2738,12.29,0.07,2,0.55,2020-09-14 09:00:00.000,2021-10-07 14:17:35.398
5189,2621,20-29,4584,20.57,0.00,0,0.00,2020-09-14 09:00:00.000,2021-10-07 14:17:35.398
5190,2620,10-19,1236,5.55,0.00,0,0.00,2020-09-14 09:00:00.000,2021-10-07 14:17:35.398
5191,2619,0-9,532,2.39,0.00,0,0.00,2020-09-14 09:00:00.000,2021-10-07 14:17:35.398
5192,2618,남성,10126,45.66,1.85,187,52.23,2020-09-13 09:00:00.000,2021-10-07 14:17:35.398
5193,2617,여성,12049,54.34,1.42,171,47.77,2020-09-13 09:00:00.000,2021-10-07 14:17:35.398
5194,2616,80 이상,905,4.08,20.22,183,51.12,2020-09-13 09:00:00.000,2021-10-07 14:17:35.398
5195,2615,70-79,1722,7.77,6.39,110,30.73,2020-09-13 09:00:00.000,2021-10-07 14:17:35.398
5196,2614,60-69,3454,15.58,1.22,42,11.73,2020-09-13 09:00:00.000,2021-10-07 14:17:35.398
5197,2613,50-59,4080,18.40,0.42,17,4.75,2020-09-13 09:00:00.000,2021-10-07 14:17:35.398
5198,2612,40-49,2957,13.33,0.14,4,1.12,2020-09-13 09:00:00.000,2021-10-07 14:17:35.398
5199,2611,30-39,2727,12.30,0.07,2,0.56,2020-09-13 09:00:00.000,2021-10-07 14:17:35.398
5200,2610,20-29,4567,20.60,0.00,0,0.00,2020-09-13 09:00:00.000,2021-10-07 14:17:35.398
5201,2609,10-19,1233,5.56,0.00,0,0.00,2020-09-13 09:00:00.000,2021-10-07 14:17:35.398
5202,2608,0-9,530,2.39,0.00,0,0.00,2020-09-13 09:00:00.000,2021-10-07 14:17:35.398
5203,2607,남성,10063,45.63,1.85,186,52.39,2020-09-12 09:00:00.000,2021-10-07 14:17:35.398
5204,2606,여성,11991,54.37,1.41,169,47.61,2020-09-12 09:00:00.000,2021-10-07 14:17:35.398
5205,2605,80 이상,901,4.09,20.09,181,50.99,2020-09-12 09:00:00.000,2021-10-07 14:17:35.398
5206,2604,70-79,1710,7.75,6.37,109,30.70,2020-09-12 09:00:00.000,2021-10-07 14:17:35.398
5207,2603,60-69,3424,15.53,1.23,42,11.83,2020-09-12 09:00:00.000,2021-10-07 14:17:35.398
5208,2602,50-59,4061,18.41,0.42,17,4.79,2020-09-12 09:00:00.000,2021-10-07 14:17:35.398
5209,2601,40-49,2946,13.36,0.14,4,1.13,2020-09-12 09:00:00.000,2021-10-07 14:17:35.398
5210,2600,30-39,2713,12.30,0.07,2,0.56,2020-09-12 09:00:00.000,2021-10-07 14:17:35.398
5211,2599,20-29,4543,20.60,0.00,0,0.00,2020-09-12 09:00:00.000,2021-10-07 14:17:35.398
5212,2598,10-19,1230,5.58,0.00,0,0.00,2020-09-12 09:00:00.000,2021-10-07 14:17:35.398
5213,2597,0-9,526,2.39,0.00,0,0.00,2020-09-12 09:00:00.000,2021-10-07 14:17:35.398
5214,2596,남성,9982,45.54,1.85,185,52.86,2020-09-11 09:00:00.000,2021-10-07 14:17:35.398
5215,2595,여성,11936,54.46,1.38,165,47.14,2020-09-11 09:00:00.000,2021-10-07 14:17:35.398
5216,2594,80 이상,897,4.09,19.84,178,50.86,2020-09-11 09:00:00.000,2021-10-07 14:17:35.398
5217,2593,70-79,1696,7.74,6.37,108,30.86,2020-09-11 09:00:00.000,2021-10-07 14:17:35.398
5218,2592,60-69,3395,15.49,1.24,42,12.00,2020-09-11 09:00:00.000,2021-10-07 14:17:35.398
5219,2591,50-59,4027,18.37,0.40,16,4.57,2020-09-11 09:00:00.000,2021-10-07 14:17:35.398
5220,2590,40-49,2928,13.36,0.14,4,1.14,2020-09-11 09:00:00.000,2021-10-07 14:17:35.398
5221,2589,30-39,2701,12.32,0.07,2,0.57,2020-09-11 09:00:00.000,2021-10-07 14:17:35.398
5222,2588,20-29,4527,20.65,0.00,0,0.00,2020-09-11 09:00:00.000,2021-10-07 14:17:35.398
5223,2587,10-19,1225,5.59,0.00,0,0.00,2020-09-11 09:00:00.000,2021-10-07 14:17:35.398
5224,2586,0-9,522,2.38,0.00,0,0.00,2020-09-11 09:00:00.000,2021-10-07 14:17:35.398
5225,2585,남성,9905,45.56,1.85,183,52.89,2020-09-10 09:00:00.000,2021-10-07 14:17:35.398
5226,2584,여성,11837,54.44,1.38,163,47.11,2020-09-10 09:00:00.000,2021-10-07 14:17:35.398
5227,2583,80 이상,880,4.05,20.00,176,50.87,2020-09-10 09:00:00.000,2021-10-07 14:17:35.398
5228,2582,70-79,1680,7.73,6.31,106,30.64,2020-09-10 09:00:00.000,2021-10-07 14:17:35.398
5229,2581,60-69,3355,15.43,1.25,42,12.14,2020-09-10 09:00:00.000,2021-10-07 14:17:35.398
5230,2580,50-59,3993,18.37,0.40,16,4.62,2020-09-10 09:00:00.000,2021-10-07 14:17:35.398
5231,2579,40-49,2906,13.37,0.14,4,1.16,2020-09-10 09:00:00.000,2021-10-07 14:17:35.398
5232,2578,30-39,2682,12.34,0.07,2,0.58,2020-09-10 09:00:00.000,2021-10-07 14:17:35.398
5233,2577,20-29,4505,20.72,0.00,0,0.00,2020-09-10 09:00:00.000,2021-10-07 14:17:35.398
5234,2576,10-19,1222,5.62,0.00,0,0.00,2020-09-10 09:00:00.000,2021-10-07 14:17:35.398
5235,2575,0-9,519,2.39,0.00,0,0.00,2020-09-10 09:00:00.000,2021-10-07 14:17:35.398
5236,2574,남성,9829,45.53,1.85,182,52.91,2020-09-09 09:00:00.000,2021-10-07 14:17:35.398
5237,2573,여성,11758,54.47,1.38,162,47.09,2020-09-09 09:00:00.000,2021-10-07 14:17:35.398
5238,2572,80 이상,869,4.03,20.14,175,50.87,2020-09-09 09:00:00.000,2021-10-07 14:17:35.398
5239,2571,70-79,1668,7.73,6.29,105,30.52,2020-09-09 09:00:00.000,2021-10-07 14:17:35.398
5240,2570,60-69,3310,15.33,1.27,42,12.21,2020-09-09 09:00:00.000,2021-10-07 14:17:35.398
5241,2569,50-59,3964,18.36,0.40,16,4.65,2020-09-09 09:00:00.000,2021-10-07 14:17:35.398
5242,2568,40-49,2889,13.38,0.14,4,1.16,2020-09-09 09:00:00.000,2021-10-07 14:17:35.398
5243,2567,30-39,2669,12.36,0.07,2,0.58,2020-09-09 09:00:00.000,2021-10-07 14:17:35.398
5244,2566,20-29,4493,20.81,0.00,0,0.00,2020-09-09 09:00:00.000,2021-10-07 14:17:35.398
5245,2565,10-19,1218,5.64,0.00,0,0.00,2020-09-09 09:00:00.000,2021-10-07 14:17:35.398
5246,2564,0-9,507,2.35,0.00,0,0.00,2020-09-09 09:00:00.000,2021-10-07 14:17:35.398
5247,2563,남성,9753,45.51,1.86,181,53.08,2020-09-08 09:00:00.000,2021-10-07 14:17:35.398
5248,2562,여성,11678,54.49,1.37,160,46.92,2020-09-08 09:00:00.000,2021-10-07 14:17:35.398
5249,2561,80 이상,863,4.03,20.05,173,50.73,2020-09-08 09:00:00.000,2021-10-07 14:17:35.398
5250,2560,70-79,1646,7.68,6.32,104,30.50,2020-09-08 09:00:00.000,2021-10-07 14:17:35.398
5251,2559,60-69,3264,15.23,1.29,42,12.32,2020-09-08 09:00:00.000,2021-10-07 14:17:35.398
5252,2558,50-59,3935,18.36,0.41,16,4.69,2020-09-08 09:00:00.000,2021-10-07 14:17:35.398
5253,2557,40-49,2874,13.41,0.14,4,1.17,2020-09-08 09:00:00.000,2021-10-07 14:17:35.398
5254,2556,30-39,2653,12.38,0.08,2,0.59,2020-09-08 09:00:00.000,2021-10-07 14:17:35.398
5255,2555,20-29,4485,20.93,0.00,0,0.00,2020-09-08 09:00:00.000,2021-10-07 14:17:35.398
5256,2554,10-19,1210,5.65,0.00,0,0.00,2020-09-08 09:00:00.000,2021-10-07 14:17:35.398
5257,2553,0-9,501,2.34,0.00,0,0.00,2020-09-08 09:00:00.000,2021-10-07 14:17:35.398
5258,2552,남성,9680,45.46,1.84,178,52.98,2020-09-07 09:00:00.000,2021-10-07 14:17:35.398
5259,2551,여성,11615,54.54,1.36,158,47.02,2020-09-07 09:00:00.000,2021-10-07 14:17:35.398
5260,2550,80 이상,860,4.04,19.77,170,50.60,2020-09-07 09:00:00.000,2021-10-07 14:17:35.398
5261,2549,70-79,1632,7.66,6.25,102,30.36,2020-09-07 09:00:00.000,2021-10-07 14:17:35.398
5262,2548,60-69,3237,15.20,1.30,42,12.50,2020-09-07 09:00:00.000,2021-10-07 14:17:35.398
5263,2547,50-59,3902,18.32,0.41,16,4.76,2020-09-07 09:00:00.000,2021-10-07 14:17:35.398
5264,2546,40-49,2857,13.42,0.14,4,1.19,2020-09-07 09:00:00.000,2021-10-07 14:17:35.398
5265,2545,30-39,2636,12.38,0.08,2,0.60,2020-09-07 09:00:00.000,2021-10-07 14:17:35.398
5266,2544,20-29,4473,21.00,0.00,0,0.00,2020-09-07 09:00:00.000,2021-10-07 14:17:35.398
5267,2543,10-19,1202,5.64,0.00,0,0.00,2020-09-07 09:00:00.000,2021-10-07 14:17:35.398
5268,2542,0-9,496,2.33,0.00,0,0.00,2020-09-07 09:00:00.000,2021-10-07 14:17:35.398
5269,2541,남성,9614,45.40,1.83,176,52.69,2020-09-06 09:00:00.000,2021-10-07 14:17:35.398
5270,2540,여성,11562,54.60,1.37,158,47.31,2020-09-06 09:00:00.000,2021-10-07 14:17:35.398
5271,2539,80 이상,858,4.05,19.70,169,50.60,2020-09-06 09:00:00.000,2021-10-07 14:17:35.398
5272,2538,70-79,1612,7.61,6.27,101,30.24,2020-09-06 09:00:00.000,2021-10-07 14:17:35.398
5273,2537,60-69,3216,15.19,1.31,42,12.57,2020-09-06 09:00:00.000,2021-10-07 14:17:35.398
5274,2536,50-59,3880,18.32,0.41,16,4.79,2020-09-06 09:00:00.000,2021-10-07 14:17:35.398
5275,2535,40-49,2841,13.42,0.14,4,1.20,2020-09-06 09:00:00.000,2021-10-07 14:17:35.398
5276,2534,30-39,2619,12.37,0.08,2,0.60,2020-09-06 09:00:00.000,2021-10-07 14:17:35.398
5277,2533,20-29,4460,21.06,0.00,0,0.00,2020-09-06 09:00:00.000,2021-10-07 14:17:35.398
5278,2532,10-19,1197,5.65,0.00,0,0.00,2020-09-06 09:00:00.000,2021-10-07 14:17:35.398
5279,2531,0-9,493,2.33,0.00,0,0.00,2020-09-06 09:00:00.000,2021-10-07 14:17:35.398
5280,2530,남성,9535,45.39,1.85,176,52.85,2020-09-05 09:00:00.000,2021-10-07 14:17:35.398
5281,2529,여성,11474,54.61,1.37,157,47.15,2020-09-05 09:00:00.000,2021-10-07 14:17:35.398
5282,2528,80 이상,851,4.05,19.86,169,50.75,2020-09-05 09:00:00.000,2021-10-07 14:17:35.398
5283,2527,70-79,1596,7.60,6.27,100,30.03,2020-09-05 09:00:00.000,2021-10-07 14:17:35.398
5284,2526,60-69,3177,15.12,1.32,42,12.61,2020-09-05 09:00:00.000,2021-10-07 14:17:35.398
5285,2525,50-59,3845,18.30,0.42,16,4.80,2020-09-05 09:00:00.000,2021-10-07 14:17:35.398
5286,2524,40-49,2816,13.40,0.14,4,1.20,2020-09-05 09:00:00.000,2021-10-07 14:17:35.398
5287,2523,30-39,2604,12.39,0.08,2,0.60,2020-09-05 09:00:00.000,2021-10-07 14:17:35.398
5288,2522,20-29,4441,21.14,0.00,0,0.00,2020-09-05 09:00:00.000,2021-10-07 14:17:35.398
5289,2521,10-19,1194,5.68,0.00,0,0.00,2020-09-05 09:00:00.000,2021-10-07 14:17:35.398
5290,2520,0-9,485,2.31,0.00,0,0.00,2020-09-05 09:00:00.000,2021-10-07 14:17:35.398
5291,2519,남성,9453,45.36,1.85,175,52.87,2020-09-04 09:00:00.000,2021-10-07 14:17:35.398
5292,2518,여성,11388,54.64,1.37,156,47.13,2020-09-04 09:00:00.000,2021-10-07 14:17:35.398
5293,2517,80 이상,842,4.04,19.83,167,50.45,2020-09-04 09:00:00.000,2021-10-07 14:17:35.398
5294,2516,70-79,1578,7.57,6.34,100,30.21,2020-09-04 09:00:00.000,2021-10-07 14:17:35.398
5295,2515,60-69,3135,15.04,1.34,42,12.69,2020-09-04 09:00:00.000,2021-10-07 14:17:35.398
5296,2514,50-59,3807,18.27,0.42,16,4.83,2020-09-04 09:00:00.000,2021-10-07 14:17:35.398
5297,2513,40-49,2797,13.42,0.14,4,1.21,2020-09-04 09:00:00.000,2021-10-07 14:17:35.398
5298,2512,30-39,2585,12.40,0.08,2,0.60,2020-09-04 09:00:00.000,2021-10-07 14:17:35.398
5299,2511,20-29,4427,21.24,0.00,0,0.00,2020-09-04 09:00:00.000,2021-10-07 14:17:35.398
5300,2510,10-19,1188,5.70,0.00,0,0.00,2020-09-04 09:00:00.000,2021-10-07 14:17:35.398
5301,2509,0-9,482,2.31,0.00,0,0.00,2020-09-04 09:00:00.000,2021-10-07 14:17:35.398
5302,2508,남성,9359,45.34,1.86,174,52.89,2020-09-03 09:00:00.000,2021-10-07 14:17:35.398
5303,2507,여성,11284,54.66,1.37,155,47.11,2020-09-03 09:00:00.000,2021-10-07 14:17:35.398
5304,2506,80 이상,827,4.01,20.07,166,50.46,2020-09-03 09:00:00.000,2021-10-07 14:17:35.398
5305,2505,70-79,1556,7.54,6.36,99,30.09,2020-09-03 09:00:00.000,2021-10-07 14:17:35.398
5306,2504,60-69,3097,15.00,1.36,42,12.77,2020-09-03 09:00:00.000,2021-10-07 14:17:35.398
5307,2503,50-59,3768,18.25,0.42,16,4.86,2020-09-03 09:00:00.000,2021-10-07 14:17:35.398
5308,2502,40-49,2770,13.42,0.14,4,1.22,2020-09-03 09:00:00.000,2021-10-07 14:17:35.398
5309,2501,30-39,2561,12.41,0.08,2,0.61,2020-09-03 09:00:00.000,2021-10-07 14:17:35.398
5310,2500,20-29,4410,21.36,0.00,0,0.00,2020-09-03 09:00:00.000,2021-10-07 14:17:35.398
5311,2499,10-19,1181,5.72,0.00,0,0.00,2020-09-03 09:00:00.000,2021-10-07 14:17:35.398
5312,2498,0-9,473,2.29,0.00,0,0.00,2020-09-03 09:00:00.000,2021-10-07 14:17:35.398
5313,2497,남성,9272,45.34,1.87,173,53.07,2020-09-02 09:00:00.000,2021-10-07 14:17:35.398
5314,2496,여성,11176,54.66,1.37,153,46.93,2020-09-02 09:00:00.000,2021-10-07 14:17:35.398
5315,2495,80 이상,810,3.96,20.25,164,50.31,2020-09-02 09:00:00.000,2021-10-07 14:17:35.398
5316,2494,70-79,1534,7.50,6.39,98,30.06,2020-09-02 09:00:00.000,2021-10-07 14:17:35.398
5317,2493,60-69,3063,14.98,1.37,42,12.88,2020-09-02 09:00:00.000,2021-10-07 14:17:35.398
5318,2492,50-59,3732,18.25,0.43,16,4.91,2020-09-02 09:00:00.000,2021-10-07 14:17:35.398
5319,2491,40-49,2741,13.40,0.15,4,1.23,2020-09-02 09:00:00.000,2021-10-07 14:17:35.398
5320,2490,30-39,2540,12.42,0.08,2,0.61,2020-09-02 09:00:00.000,2021-10-07 14:17:35.398
5321,2489,20-29,4388,21.46,0.00,0,0.00,2020-09-02 09:00:00.000,2021-10-07 14:17:35.398
5322,2488,10-19,1174,5.74,0.00,0,0.00,2020-09-02 09:00:00.000,2021-10-07 14:17:35.398
5323,2487,0-9,466,2.28,0.00,0,0.00,2020-09-02 09:00:00.000,2021-10-07 14:17:35.398
5324,2486,남성,9139,45.29,1.88,172,53.09,2020-09-01 09:00:00.000,2021-10-07 14:17:35.398
5325,2485,여성,11042,54.71,1.38,152,46.91,2020-09-01 09:00:00.000,2021-10-07 14:17:35.398
5326,2484,80 이상,796,3.94,20.48,163,50.31,2020-09-01 09:00:00.000,2021-10-07 14:17:35.398
5327,2483,70-79,1494,7.40,6.49,97,29.94,2020-09-01 09:00:00.000,2021-10-07 14:17:35.398
5328,2482,60-69,3012,14.92,1.39,42,12.96,2020-09-01 09:00:00.000,2021-10-07 14:17:35.398
5329,2481,50-59,3684,18.25,0.43,16,4.94,2020-09-01 09:00:00.000,2021-10-07 14:17:35.398
5330,2480,40-49,2717,13.46,0.15,4,1.23,2020-09-01 09:00:00.000,2021-10-07 14:17:35.398
5331,2479,30-39,2515,12.46,0.08,2,0.62,2020-09-01 09:00:00.000,2021-10-07 14:17:35.398
5332,2478,20-29,4345,21.53,0.00,0,0.00,2020-09-01 09:00:00.000,2021-10-07 14:17:35.398
5333,2477,10-19,1162,5.76,0.00,0,0.00,2020-09-01 09:00:00.000,2021-10-07 14:17:35.398
5334,2476,0-9,456,2.26,0.00,0,0.00,2020-09-01 09:00:00.000,2021-10-07 14:17:35.398
5335,2475,남성,9025,45.25,1.91,172,53.09,2020-08-31 09:00:00.000,2021-10-07 14:17:35.398
5336,2474,여성,10921,54.75,1.39,152,46.91,2020-08-31 09:00:00.000,2021-10-07 14:17:35.398
5337,2473,80 이상,786,3.94,20.74,163,50.31,2020-08-31 09:00:00.000,2021-10-07 14:17:35.398
5338,2472,70-79,1464,7.34,6.63,97,29.94,2020-08-31 09:00:00.000,2021-10-07 14:17:35.398
5339,2471,60-69,2967,14.88,1.42,42,12.96,2020-08-31 09:00:00.000,2021-10-07 14:17:35.398
5340,2470,50-59,3638,18.24,0.44,16,4.94,2020-08-31 09:00:00.000,2021-10-07 14:17:35.398
5341,2469,40-49,2693,13.50,0.15,4,1.23,2020-08-31 09:00:00.000,2021-10-07 14:17:35.398
5342,2468,30-39,2491,12.49,0.08,2,0.62,2020-08-31 09:00:00.000,2021-10-07 14:17:35.398
5343,2467,20-29,4320,21.66,0.00,0,0.00,2020-08-31 09:00:00.000,2021-10-07 14:17:35.398
5344,2466,10-19,1145,5.74,0.00,0,0.00,2020-08-31 09:00:00.000,2021-10-07 14:17:35.398
5345,2465,0-9,442,2.22,0.00,0,0.00,2020-08-31 09:00:00.000,2021-10-07 14:17:35.398
5346,2464,남성,8911,45.24,1.93,172,53.25,2020-08-30 09:00:00.000,2021-10-07 14:17:35.398
5347,2463,여성,10787,54.76,1.40,151,46.75,2020-08-30 09:00:00.000,2021-10-07 14:17:35.398
5348,2462,80 이상,775,3.93,21.03,163,50.46,2020-08-30 09:00:00.000,2021-10-07 14:17:35.398
5349,2461,70-79,1438,7.30,6.68,96,29.72,2020-08-30 09:00:00.000,2021-10-07 14:17:35.398
5350,2460,60-69,2912,14.78,1.44,42,13.00,2020-08-30 09:00:00.000,2021-10-07 14:17:35.398
5351,2459,50-59,3589,18.22,0.45,16,4.95,2020-08-30 09:00:00.000,2021-10-07 14:17:35.398
5352,2458,40-49,2665,13.53,0.15,4,1.24,2020-08-30 09:00:00.000,2021-10-07 14:17:35.398
5353,2457,30-39,2476,12.57,0.08,2,0.62,2020-08-30 09:00:00.000,2021-10-07 14:17:35.398
5354,2456,20-29,4277,21.71,0.00,0,0.00,2020-08-30 09:00:00.000,2021-10-07 14:17:35.398
5355,2455,10-19,1134,5.76,0.00,0,0.00,2020-08-30 09:00:00.000,2021-10-07 14:17:35.398
5356,2454,0-9,432,2.19,0.00,0,0.00,2020-08-30 09:00:00.000,2021-10-07 14:17:35.398
5357,2453,남성,8757,45.14,1.94,170,52.96,2020-08-29 09:00:00.000,2021-10-07 14:17:35.398
5358,2452,여성,10642,54.86,1.42,151,47.04,2020-08-29 09:00:00.000,2021-10-07 14:17:35.398
5359,2451,80 이상,767,3.95,21.12,162,50.47,2020-08-29 09:00:00.000,2021-10-07 14:17:35.398
5360,2450,70-79,1417,7.30,6.70,95,29.60,2020-08-29 09:00:00.000,2021-10-07 14:17:35.398
5361,2449,60-69,2840,14.64,1.48,42,13.08,2020-08-29 09:00:00.000,2021-10-07 14:17:35.398
5362,2448,50-59,3534,18.22,0.45,16,4.98,2020-08-29 09:00:00.000,2021-10-07 14:17:35.398
5363,2447,40-49,2627,13.54,0.15,4,1.25,2020-08-29 09:00:00.000,2021-10-07 14:17:35.398
5364,2446,30-39,2437,12.56,0.08,2,0.62,2020-08-29 09:00:00.000,2021-10-07 14:17:35.398
5365,2445,20-29,4233,21.82,0.00,0,0.00,2020-08-29 09:00:00.000,2021-10-07 14:17:35.398
5366,2444,10-19,1122,5.78,0.00,0,0.00,2020-08-29 09:00:00.000,2021-10-07 14:17:35.398
5367,2443,0-9,422,2.18,0.00,0,0.00,2020-08-29 09:00:00.000,2021-10-07 14:17:35.398
5368,2442,남성,8616,45.17,1.94,167,52.85,2020-08-28 09:00:00.000,2021-10-07 14:17:35.398
5369,2441,여성,10460,54.83,1.42,149,47.15,2020-08-28 09:00:00.000,2021-10-07 14:17:35.398
5370,2440,80 이상,749,3.93,21.23,159,50.32,2020-08-28 09:00:00.000,2021-10-07 14:17:35.398
5371,2439,70-79,1381,7.24,6.81,94,29.75,2020-08-28 09:00:00.000,2021-10-07 14:17:35.398
5372,2438,60-69,2773,14.54,1.48,41,12.97,2020-08-28 09:00:00.000,2021-10-07 14:17:35.398
5373,2437,50-59,3480,18.24,0.46,16,5.06,2020-08-28 09:00:00.000,2021-10-07 14:17:35.398
5374,2436,40-49,2580,13.52,0.16,4,1.27,2020-08-28 09:00:00.000,2021-10-07 14:17:35.398
