,게시글번호,기준일시,시도명(한글),전일대비 증감 수,격리 해제 수,지역발생 수,해외유입 수,10만명당 발생률,사망자 수,게시글번호(국내 시도별 발생현황 고유값),등록일시분초,수정일시분초
10584,1219,2020년 06월 21일 00시,서울,17,733,16,1,12.52,6,2925,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10585,150,2020년 06월 21일 00시,부산,0,142,0,0,4.40,3,2924,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10586,6899,2020년 06월 21일 00시,대구,1,6680,1,0,283.15,189,2923,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10587,328,2020년 06월 21일 00시,인천,0,166,0,0,11.10,1,2922,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10588,33,2020년 06월 21일 00시,광주,1,32,1,0,2.27,0,2921,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10589,82,2020년 06월 21일 00시,대전,10,44,10,0,5.56,1,2920,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10590,53,2020년 06월 21일 00시,울산,0,48,0,0,4.62,1,2919,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10591,49,2020년 06월 21일 00시,세종,1,47,1,0,14.31,0,2918,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10592,1117,2020년 06월 21일 00시,경기,10,744,8,2,8.43,22,2917,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10593,62,2020년 06월 21일 00시,강원,2,52,2,0,4.02,3,2916,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10594,61,2020년 06월 21일 00시,충북,0,55,0,0,3.81,0,2915,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10595,159,2020년 06월 21일 00시,충남,1,144,1,0,7.49,0,2914,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10596,23,2020년 06월 21일 00시,전북,0,20,0,0,1.27,0,2913,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10597,20,2020년 06월 21일 00시,전남,0,18,0,0,1.07,0,2912,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10598,1384,2020년 06월 21일 00시,경북,0,1320,0,0,51.98,54,2911,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10599,133,2020년 06월 21일 00시,경남,1,124,0,1,3.96,0,2910,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10600,19,2020년 06월 21일 00시,제주,0,15,0,0,2.83,0,2909,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10601,630,2020년 06월 21일 00시,검역,4,483,0,4,0.00,0,2908,2020-06-21 09:00:00.000,2021-09-16 10:11:33.897
10602,12373,2020년 06월 20일 00시,합계,67,10860,36,31,23.86,280,2907,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10603,1202,2020년 06월 20일 00시,서울,14,733,13,1,12.35,6,2906,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10604,150,2020년 06월 20일 00시,부산,2,142,0,2,4.40,3,2905,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10605,6898,2020년 06월 20일 00시,대구,2,6679,2,0,283.11,189,2904,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10606,328,2020년 06월 20일 00시,인천,5,166,4,1,11.10,1,2903,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10607,32,2020년 06월 20일 00시,광주,0,32,0,0,2.20,0,2902,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10608,72,2020년 06월 20일 00시,대전,5,44,5,0,4.88,1,2901,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10609,53,2020년 06월 20일 00시,울산,0,48,0,0,4.62,1,2900,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10610,48,2020년 06월 20일 00시,세종,0,47,0,0,14.02,0,2899,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10611,1107,2020년 06월 20일 00시,경기,17,741,10,7,8.35,22,2898,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10612,60,2020년 06월 20일 00시,강원,0,52,0,0,3.89,3,2897,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10613,61,2020년 06월 20일 00시,충북,0,55,0,0,3.81,0,2896,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10614,158,2020년 06월 20일 00시,충남,2,144,2,0,7.44,0,2895,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10615,23,2020년 06월 20일 00시,전북,1,20,0,1,1.27,0,2894,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10616,20,2020년 06월 20일 00시,전남,0,18,0,0,1.07,0,2893,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10617,1384,2020년 06월 20일 00시,경북,1,1319,0,1,51.98,54,2892,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10618,132,2020년 06월 20일 00시,경남,0,124,0,0,3.93,0,2891,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10619,19,2020년 06월 20일 00시,제주,0,15,0,0,2.83,0,2890,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10620,626,2020년 06월 20일 00시,검역,18,481,0,18,0.00,0,2889,2020-06-20 09:00:00.000,2021-09-16 10:11:33.897
10621,12306,2020년 06월 19일 00시,합계,49,10835,32,17,23.73,280,2888,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10622,1188,2020년 06월 19일 00시,서울,18,725,17,1,12.21,6,2887,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10623,148,2020년 06월 19일 00시,부산,0,142,0,0,4.34,3,2886,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10624,6896,2020년 06월 19일 00시,대구,0,6676,0,0,283.03,189,2885,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10625,323,2020년 06월 19일 00시,인천,0,160,0,0,10.93,1,2884,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10626,32,2020년 06월 19일 00시,광주,0,32,0,0,2.20,0,2883,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10627,67,2020년 06월 19일 00시,대전,6,44,6,0,4.54,1,2882,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10628,53,2020년 06월 19일 00시,울산,0,48,0,0,4.62,1,2881,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10629,48,2020년 06월 19일 00시,세종,0,47,0,0,14.02,0,2880,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10630,1090,2020년 06월 19일 00시,경기,11,737,9,2,8.23,22,2879,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10631,60,2020년 06월 19일 00시,강원,0,52,0,0,3.89,3,2878,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10632,61,2020년 06월 19일 00시,충북,0,55,0,0,3.81,0,2877,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10633,156,2020년 06월 19일 00시,충남,0,144,0,0,7.35,0,2876,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10634,22,2020년 06월 19일 00시,전북,0,20,0,0,1.21,0,2875,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10635,20,2020년 06월 19일 00시,전남,0,18,0,0,1.07,0,2874,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10636,1383,2020년 06월 19일 00시,경북,0,1317,0,0,51.94,54,2873,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10637,132,2020년 06월 19일 00시,경남,0,124,0,0,3.93,0,2872,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10638,19,2020년 06월 19일 00시,제주,3,15,0,3,2.83,0,2871,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10639,608,2020년 06월 19일 00시,검역,11,479,0,11,0.00,0,2870,2020-06-19 09:00:00.000,2021-09-16 10:11:33.897
10640,12257,2020년 06월 18일 00시,합계,59,10800,51,8,23.64,280,2869,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10641,1170,2020년 06월 18일 00시,서울,25,719,24,1,12.02,6,2868,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10642,148,2020년 06월 18일 00시,부산,0,142,0,0,4.34,3,2867,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10643,6896,2020년 06월 18일 00시,대구,1,6674,0,1,283.03,189,2866,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10644,323,2020년 06월 18일 00시,인천,1,157,0,1,10.93,1,2865,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10645,32,2020년 06월 18일 00시,광주,0,32,0,0,2.20,0,2864,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10646,61,2020년 06월 18일 00시,대전,7,44,7,0,4.14,1,2863,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10647,53,2020년 06월 18일 00시,울산,0,48,0,0,4.62,1,2862,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10648,48,2020년 06월 18일 00시,세종,1,47,1,0,14.02,0,2861,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10649,1079,2020년 06월 18일 00시,경기,16,724,15,1,8.14,22,2860,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10650,60,2020년 06월 18일 00시,강원,0,52,0,0,3.89,3,2859,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10651,61,2020년 06월 18일 00시,충북,0,55,0,0,3.81,0,2858,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10652,156,2020년 06월 18일 00시,충남,3,144,3,0,7.35,0,2857,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10653,22,2020년 06월 18일 00시,전북,1,20,1,0,1.21,0,2856,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10654,20,2020년 06월 18일 00시,전남,0,18,0,0,1.07,0,2855,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10655,1383,2020년 06월 18일 00시,경북,0,1316,0,0,51.94,54,2854,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10656,132,2020년 06월 18일 00시,경남,0,124,0,0,3.93,0,2853,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10657,16,2020년 06월 18일 00시,제주,0,15,0,0,2.39,0,2852,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10658,597,2020년 06월 18일 00시,검역,4,469,0,4,0.00,0,2851,2020-06-18 09:00:00.000,2021-09-16 10:11:33.897
10659,12198,2020년 06월 17일 00시,합계,43,10774,31,12,23.53,279,2850,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10660,1145,2020년 06월 17일 00시,서울,13,711,12,1,11.76,5,2849,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10661,148,2020년 06월 17일 00시,부산,0,142,0,0,4.34,3,2848,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10662,6895,2020년 06월 17일 00시,대구,1,6672,0,1,282.99,189,2847,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10663,322,2020년 06월 17일 00시,인천,2,151,2,0,10.89,1,2846,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10664,32,2020년 06월 17일 00시,광주,0,32,0,0,2.20,0,2845,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10665,54,2020년 06월 17일 00시,대전,5,43,5,0,3.66,1,2844,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10666,53,2020년 06월 17일 00시,울산,0,47,0,0,4.62,1,2843,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10667,47,2020년 06월 17일 00시,세종,0,47,0,0,13.73,0,2842,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10668,1063,2020년 06월 17일 00시,경기,13,720,11,2,8.02,22,2841,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10669,60,2020년 06월 17일 00시,강원,0,52,0,0,3.89,3,2840,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10670,61,2020년 06월 17일 00시,충북,0,55,0,0,3.81,0,2839,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10671,153,2020년 06월 17일 00시,충남,1,144,1,0,7.21,0,2838,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10672,21,2020년 06월 17일 00시,전북,0,20,0,0,1.16,0,2837,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10673,20,2020년 06월 17일 00시,전남,0,18,0,0,1.07,0,2836,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10674,1383,2020년 06월 17일 00시,경북,0,1313,0,0,51.94,54,2835,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10675,132,2020년 06월 17일 00시,경남,0,124,0,0,3.93,0,2834,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10676,16,2020년 06월 17일 00시,제주,1,15,0,1,2.39,0,2833,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10677,593,2020년 06월 17일 00시,검역,7,468,0,7,0.00,0,2832,2020-06-17 09:00:00.000,2021-09-16 10:11:33.897
10678,12155,2020년 06월 16일 00시,합계,34,10760,21,13,23.44,278,2831,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10679,1132,2020년 06월 16일 00시,서울,12,704,11,1,11.63,4,2830,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10680,148,2020년 06월 16일 00시,부산,1,142,0,1,4.34,3,2829,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10681,6894,2020년 06월 16일 00시,대구,0,6671,0,0,282.95,189,2828,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10682,320,2020년 06월 16일 00시,인천,2,151,2,0,10.83,1,2827,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10683,32,2020년 06월 16일 00시,광주,0,32,0,0,2.20,0,2826,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10684,49,2020년 06월 16일 00시,대전,3,43,3,0,3.32,1,2825,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10685,53,2020년 06월 16일 00시,울산,0,47,0,0,4.62,1,2824,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10686,47,2020년 06월 16일 00시,세종,0,47,0,0,13.73,0,2823,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10687,1050,2020년 06월 16일 00시,경기,5,716,4,1,7.92,22,2822,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10688,60,2020년 06월 16일 00시,강원,0,52,0,0,3.89,3,2821,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10689,61,2020년 06월 16일 00시,충북,0,55,0,0,3.81,0,2820,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10690,152,2020년 06월 16일 00시,충남,0,144,0,0,7.16,0,2819,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10691,21,2020년 06월 16일 00시,전북,0,20,0,0,1.16,0,2818,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10692,20,2020년 06월 16일 00시,전남,0,18,0,0,1.07,0,2817,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10693,1383,2020년 06월 16일 00시,경북,0,1313,0,0,51.94,54,2816,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10694,132,2020년 06월 16일 00시,경남,2,124,1,1,3.93,0,2815,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10695,15,2020년 06월 16일 00시,제주,0,15,0,0,2.24,0,2814,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10696,586,2020년 06월 16일 00시,검역,9,466,0,9,0.00,0,2813,2020-06-16 09:00:00.000,2021-09-16 10:11:33.897
10697,12121,2020년 06월 15일 00시,합계,37,10730,24,13,23.38,277,2812,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10698,1120,2020년 06월 15일 00시,서울,7,690,6,1,11.51,4,2811,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10699,147,2020년 06월 15일 00시,부산,0,142,0,0,4.31,3,2810,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10700,6894,2020년 06월 15일 00시,대구,0,6667,0,0,282.95,189,2809,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10701,318,2020년 06월 15일 00시,인천,8,148,8,0,10.76,0,2808,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10702,32,2020년 06월 15일 00시,광주,0,30,0,0,2.20,0,2807,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10703,46,2020년 06월 15일 00시,대전,0,43,0,0,3.12,1,2806,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10704,53,2020년 06월 15일 00시,울산,0,47,0,0,4.62,1,2805,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10705,47,2020년 06월 15일 00시,세종,0,47,0,0,13.73,0,2804,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10706,1045,2020년 06월 15일 00시,경기,10,713,8,2,7.89,22,2803,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10707,60,2020년 06월 15일 00시,강원,0,52,0,0,3.89,3,2802,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10708,61,2020년 06월 15일 00시,충북,0,52,0,0,3.81,0,2801,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10709,152,2020년 06월 15일 00시,충남,2,144,2,0,7.16,0,2800,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10710,21,2020년 06월 15일 00시,전북,0,19,0,0,1.16,0,2799,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10711,20,2020년 06월 15일 00시,전남,0,18,0,0,1.07,0,2798,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10712,1383,2020년 06월 15일 00시,경북,0,1313,0,0,51.94,54,2797,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10713,130,2020년 06월 15일 00시,경남,3,124,0,3,3.87,0,2796,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10714,15,2020년 06월 15일 00시,제주,0,15,0,0,2.24,0,2795,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10715,577,2020년 06월 15일 00시,검역,7,466,0,7,0.00,0,2794,2020-06-15 09:00:00.000,2021-09-16 10:11:33.897
10716,12084,2020년 06월 14일 00시,합계,34,10718,31,3,23.31,277,2793,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10717,1113,2020년 06월 14일 00시,서울,12,690,12,0,11.43,4,2792,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10718,147,2020년 06월 14일 00시,부산,0,142,0,0,4.31,3,2791,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10719,6894,2020년 06월 14일 00시,대구,2,6661,1,1,282.95,189,2790,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10720,310,2020년 06월 14일 00시,인천,8,146,8,0,10.49,0,2789,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10721,32,2020년 06월 14일 00시,광주,0,30,0,0,2.20,0,2788,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10722,46,2020년 06월 14일 00시,대전,0,43,0,0,3.12,1,2787,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10723,53,2020년 06월 14일 00시,울산,0,47,0,0,4.62,1,2786,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10724,47,2020년 06월 14일 00시,세종,0,47,0,0,13.73,0,2785,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10725,1035,2020년 06월 14일 00시,경기,10,710,9,1,7.81,22,2784,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10726,60,2020년 06월 14일 00시,강원,1,52,1,0,3.89,3,2783,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10727,61,2020년 06월 14일 00시,충북,0,52,0,0,3.81,0,2782,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10728,150,2020년 06월 14일 00시,충남,0,144,0,0,7.07,0,2781,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10729,21,2020년 06월 14일 00시,전북,0,19,0,0,1.16,0,2780,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10730,20,2020년 06월 14일 00시,전남,0,18,0,0,1.07,0,2779,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10731,1383,2020년 06월 14일 00시,경북,0,1313,0,0,51.94,54,2778,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10732,127,2020년 06월 14일 00시,경남,0,123,0,0,3.78,0,2777,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10733,15,2020년 06월 14일 00시,제주,0,15,0,0,2.24,0,2776,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10734,570,2020년 06월 14일 00시,검역,1,466,0,1,0.00,0,2775,2020-06-14 09:00:00.000,2021-09-16 10:11:33.897
10735,12050,2020년 06월 13일 00시,합계,48,10691,43,5,23.24,277,2774,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10736,1101,2020년 06월 13일 00시,서울,29,689,29,0,11.31,4,2773,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10737,147,2020년 06월 13일 00시,부산,0,142,0,0,4.31,3,2772,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10738,6892,2020년 06월 13일 00시,대구,3,6659,0,3,282.87,189,2771,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10739,302,2020년 06월 13일 00시,인천,1,140,1,0,10.22,0,2770,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10740,32,2020년 06월 13일 00시,광주,0,30,0,0,2.20,0,2769,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10741,46,2020년 06월 13일 00시,대전,0,43,0,0,3.12,1,2768,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10742,53,2020년 06월 13일 00시,울산,0,47,0,0,4.62,1,2767,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10743,47,2020년 06월 13일 00시,세종,0,47,0,0,13.73,0,2766,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10744,1025,2020년 06월 13일 00시,경기,14,696,13,1,7.74,22,2765,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10745,59,2020년 06월 13일 00시,강원,0,52,0,0,3.83,3,2764,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10746,61,2020년 06월 13일 00시,충북,0,52,0,0,3.81,0,2763,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10747,150,2020년 06월 13일 00시,충남,0,144,0,0,7.07,0,2762,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10748,21,2020년 06월 13일 00시,전북,0,19,0,0,1.16,0,2761,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10749,20,2020년 06월 13일 00시,전남,0,18,0,0,1.07,0,2760,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10750,1383,2020년 06월 13일 00시,경북,0,1312,0,0,51.94,54,2759,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10751,127,2020년 06월 13일 00시,경남,0,123,0,0,3.78,0,2758,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10752,15,2020년 06월 13일 00시,제주,0,14,0,0,2.24,0,2757,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10753,569,2020년 06월 13일 00시,검역,1,464,0,1,0.00,0,2756,2020-06-13 09:00:00.000,2021-09-16 10:11:33.897
10754,12002,2020년 06월 12일 00시,합계,56,10668,43,13,23.15,277,2755,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10755,1072,2020년 06월 12일 00시,서울,25,680,24,1,11.01,4,2754,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10756,147,2020년 06월 12일 00시,부산,0,141,0,0,4.31,3,2753,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10757,6889,2020년 06월 12일 00시,대구,1,6653,1,0,282.74,189,2752,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10758,301,2020년 06월 12일 00시,인천,1,139,0,1,10.18,0,2751,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10759,32,2020년 06월 12일 00시,광주,0,30,0,0,2.20,0,2750,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10760,46,2020년 06월 12일 00시,대전,0,43,0,0,3.12,1,2749,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10761,53,2020년 06월 12일 00시,울산,0,47,0,0,4.62,1,2748,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10762,47,2020년 06월 12일 00시,세종,0,47,0,0,13.73,0,2747,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10763,1011,2020년 06월 12일 00시,경기,19,692,18,1,7.63,22,2746,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10764,59,2020년 06월 12일 00시,강원,0,52,0,0,3.83,3,2745,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10765,61,2020년 06월 12일 00시,충북,0,52,0,0,3.81,0,2744,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10766,150,2020년 06월 12일 00시,충남,0,144,0,0,7.07,0,2743,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10767,21,2020년 06월 12일 00시,전북,0,19,0,0,1.16,0,2742,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10768,20,2020년 06월 12일 00시,전남,0,18,0,0,1.07,0,2741,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10769,1383,2020년 06월 12일 00시,경북,0,1312,0,0,51.94,54,2740,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10770,127,2020년 06월 12일 00시,경남,0,123,0,0,3.78,0,2739,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10771,15,2020년 06월 12일 00시,제주,0,13,0,0,2.24,0,2738,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10772,568,2020년 06월 12일 00시,검역,10,463,0,10,0.00,0,2737,2020-06-12 09:00:00.000,2021-09-16 10:11:33.897
10773,11946,2020년 06월 11일 00시,합계,45,10653,40,5,23.04,276,2736,2020-06-11 09:00:00.000,2021-09-16 10:11:33.897
10774,1047,2020년 06월 11일 00시,서울,21,675,20,1,10.76,4,2735,2020-06-11 09:00:00.000,2021-09-16 10:11:33.897
10775,147,2020년 06월 11일 00시,부산,0,141,0,0,4.31,3,2734,2020-06-11 09:00:00.000,2021-09-16 10:11:33.897
10776,6888,2020년 06월 11일 00시,대구,0,6651,0,0,282.70,188,2733,2020-06-11 09:00:00.000,2021-09-16 10:11:33.897
10777,300,2020년 06월 11일 00시,인천,6,135,5,1,10.15,0,2732,2020-06-11 09:00:00.000,2021-09-16 10:11:33.897
10778,32,2020년 06월 11일 00시,광주,0,30,0,0,2.20,0,2731,2020-06-11 09:00:00.000,2021-09-16 10:11:33.897
10779,46,2020년 06월 11일 00시,대전,0,43,0,0,3.12,1,2730,2020-06-11 09:00:00.000,2021-09-16 10:11:33.897
10780,53,2020년 06월 11일 00시,울산,0,47,0,0,4.62,1,2729,2020-06-11 09:00:00.000,2021-09-16 10:11:33.897
10781,47,2020년 06월 11일 00시,세종,0,47,0,0,13.73,0,2728,2020-06-11 09:00:00.000,2021-09-16 10:11:33.897
10782,992,2020년 06월 11일 00시,경기,16,691,15,1,7.49,22,2727,2020-06-11 09:00:00.000,2021-09-16 10:11:33.897
10783,59,2020년 06월 11일 00시,강원,0,51,0,0,3.83,3,2726,2020-06-11 09:00:00.000,2021-09-16 10:11:33.897
10784,61,2020년 06월 11일 00시,충북,0,52,0,0,3.81,0,2725,2020-06-11 09:00:00.000,2021-09-16 10:11:33.897
10785,150,2020년 06월 11일 00시,충남,0,143,0,0,7.07,0,2724,2020-06-11 09:00:00.000,2021-09-16 10:11:33.897
10786,21,2020년 06월 11일 00시,전북,0,19,0,0,1.16,0,2723,2020-06-11 09:00:00.000,2021-09-16 10:11:33.897
