,게시글번호,기준일시,시도명(한글),전일대비 증감 수,격리 해제 수,지역발생 수,해외유입 수,10만명당 발생률,사망자 수,게시글번호(국내 시도별 발생현황 고유값),등록일시분초,수정일시분초
254,10278,2021년 12월 17일 00시,충북,128,9195,128,0,642,99,13948,2021-12-17 09:09:46.323,null
255,10849,2021년 12월 17일 00시,강원,134,9139,134,0,703,90,13947,2021-12-17 09:09:46.323,null
256,163786,2021년 12월 17일 00시,경기,2153,133197,2147,6,1220,1514,13946,2021-12-17 09:09:46.322,null
257,1818,2021년 12월 17일 00시,세종,25,1637,25,0,511,3,13945,2021-12-17 09:09:46.322,null
258,6265,2021년 12월 17일 00시,울산,57,5704,57,0,551,59,13944,2021-12-17 09:09:46.322,null
259,10825,2021년 12월 17일 00시,대전,162,8815,162,0,739,110,13943,2021-12-17 09:09:46.322,null
260,7044,2021년 12월 17일 00시,광주,42,6552,42,0,486,32,13942,2021-12-17 09:09:46.321,null
261,31394,2021년 12월 17일 00시,인천,572,25867,565,7,1067,205,13941,2021-12-17 09:09:46.321,null
262,21167,2021년 12월 17일 00시,대구,160,19281,158,2,875,339,13940,2021-12-17 09:09:46.321,null
263,20436,2021년 12월 17일 00시,부산,388,16487,388,0,602,221,13939,2021-12-17 09:09:46.321,null
264,196234,2021년 12월 17일 00시,서울,2846,150801,2837,9,2030,1461,13938,2021-12-17 09:09:46.32,null
265,551551,2021년 12월 17일 00시,합계,7435,448809,7400,35,1064,4591,13937,2021-12-17 09:09:46.32,null
266,6563,2021년 12월 16일 00시,검역,3,6382,0,3,-,16,13936,2021-12-16 09:06:37.424,null
267,4281,2021년 12월 16일 00시,제주,29,3841,29,0,635,10,13935,2021-12-16 09:06:37.424,null
268,17575,2021년 12월 16일 00시,경남,199,15524,199,0,526,67,13934,2021-12-16 09:06:37.424,null
269,13524,2021년 12월 16일 00시,경북,208,11514,208,0,512,128,13933,2021-12-16 09:06:37.424,null
270,5333,2021년 12월 16일 00시,전남,58,4498,58,0,288,30,13932,2021-12-16 09:06:37.423,null
271,7773,2021년 12월 16일 00시,전북,150,6512,149,1,431,89,13931,2021-12-16 09:06:37.423,null
272,15638,2021년 12월 16일 00시,충남,177,13282,177,0,737,110,13930,2021-12-16 09:06:37.423,null
273,10150,2021년 12월 16일 00시,충북,149,9121,149,0,634,98,13929,2021-12-16 09:06:37.423,null
274,10715,2021년 12월 16일 00시,강원,148,9040,148,0,694,89,13928,2021-12-16 09:06:37.423,null
275,161633,2021년 12월 16일 00시,경기,2152,132946,2140,12,1204,1490,13927,2021-12-16 09:06:37.422,null
276,1793,2021년 12월 16일 00시,세종,28,1629,28,0,504,3,13926,2021-12-16 09:06:37.422,null
277,6208,2021년 12월 16일 00시,울산,76,5681,76,0,546,59,13925,2021-12-16 09:06:37.422,null
278,10663,2021년 12월 16일 00시,대전,129,8784,129,0,728,101,13924,2021-12-16 09:06:37.422,null
279,7002,2021년 12월 16일 00시,광주,44,6508,44,0,483,32,13923,2021-12-16 09:06:37.422,null
280,30822,2021년 12월 16일 00시,인천,511,25654,509,2,1047,201,13922,2021-12-16 09:06:37.421,null
281,21007,2021년 12월 16일 00시,대구,158,19150,156,2,869,339,13921,2021-12-16 09:06:37.421,null
282,20048,2021년 12월 16일 00시,부산,346,16306,345,1,591,218,13920,2021-12-16 09:06:37.421,null
283,193389,2021년 12월 16일 00시,서울,3057,148598,3047,10,2000,1438,13919,2021-12-16 09:06:37.421,null
284,544117,2021년 12월 16일 00시,합계,7622,444970,7591,31,1050,4518,13918,2021-12-16 09:06:37.42,null
285,6560,2021년 12월 15일 00시,검역,4,6369,0,4,-,16,13917,2021-12-15 09:07:09.35,null
286,4252,2021년 12월 15일 00시,제주,33,3805,32,1,630,10,13916,2021-12-15 09:07:09.35,null
287,17376,2021년 12월 15일 00시,경남,195,15437,194,1,520,66,13915,2021-12-15 09:07:09.35,null
288,13316,2021년 12월 15일 00시,경북,193,11405,193,0,505,127,13914,2021-12-15 09:07:09.35,null
289,5275,2021년 12월 15일 00시,전남,60,4386,59,1,285,29,13913,2021-12-15 09:07:09.349,null
290,7623,2021년 12월 15일 00시,전북,120,6512,120,0,423,87,13912,2021-12-15 09:07:09.349,null
291,15461,2021년 12월 15일 00시,충남,210,13134,209,1,729,108,13911,2021-12-15 09:07:09.349,null
292,10001,2021년 12월 15일 00시,충북,105,9068,105,0,625,98,13910,2021-12-15 09:07:09.349,null
293,10567,2021년 12월 15일 00시,강원,160,8950,160,0,685,88,13909,2021-12-15 09:07:09.348,null
294,159481,2021년 12월 15일 00시,경기,2299,132485,2296,3,1188,1472,13908,2021-12-15 09:07:09.348,null
295,1765,2021년 12월 15일 00시,세종,26,1607,26,0,496,3,13907,2021-12-15 09:07:09.348,null
296,6132,2021년 12월 15일 00시,울산,59,5667,59,0,540,59,13906,2021-12-15 09:07:09.348,null
297,10534,2021년 12월 15일 00시,대전,164,8640,164,0,720,100,13905,2021-12-15 09:07:09.348,null
298,6958,2021년 12월 15일 00시,광주,59,6449,59,0,480,32,13904,2021-12-15 09:07:09.347,null
299,30311,2021년 12월 15일 00시,인천,476,24930,475,1,1030,195,13903,2021-12-15 09:07:09.347,null
300,20849,2021년 12월 15일 00시,대구,178,19001,177,1,862,338,13902,2021-12-15 09:07:09.347,null
301,19702,2021년 12월 15일 00시,부산,343,16306,343,0,581,210,13901,2021-12-15 09:07:09.347,null
302,190332,2021년 12월 15일 00시,서울,3166,148142,3157,9,1969,1418,13900,2021-12-15 09:07:09.346,null
303,536495,2021년 12월 15일 00시,합계,7850,442293,7828,22,1035,4456,13899,2021-12-15 09:07:09.346,null
304,6556,2021년 12월 14일 00시,검역,15,6354,0,15,-,16,13898,2021-12-14 09:07:12.101,null
305,4219,2021년 12월 14일 00시,제주,39,3785,39,0,625,10,13897,2021-12-14 09:07:12.101,null
306,17181,2021년 12월 14일 00시,경남,181,15260,181,0,514,66,13896,2021-12-14 09:07:12.101,null
307,13123,2021년 12월 14일 00시,경북,166,11319,165,1,497,126,13895,2021-12-14 09:07:12.101,null
308,5215,2021년 12월 14일 00시,전남,58,4386,58,0,282,29,13894,2021-12-14 09:07:12.1,null
309,7503,2021년 12월 14일 00시,전북,117,6444,117,0,416,87,13893,2021-12-14 09:07:12.1,null
310,15255,2021년 12월 14일 00시,충남,203,12930,202,1,719,103,13892,2021-12-14 09:07:12.1,null
311,9896,2021년 12월 14일 00시,충북,86,8988,86,0,618,97,13891,2021-12-14 09:07:12.1,null
312,10407,2021년 12월 14일 00시,강원,132,8862,132,0,675,86,13890,2021-12-14 09:07:12.1,null
313,157182,2021년 12월 14일 00시,경기,1497,128757,1486,11,1171,1450,13889,2021-12-14 09:07:12.099,null
314,1739,2021년 12월 14일 00시,세종,20,1597,20,0,489,3,13888,2021-12-14 09:07:12.099,null
315,6073,2021년 12월 14일 00시,울산,85,5646,85,0,535,57,13887,2021-12-14 09:07:12.099,null
316,10370,2021년 12월 14일 00시,대전,151,8592,151,0,708,95,13886,2021-12-14 09:07:12.099,null
317,6899,2021년 12월 14일 00시,광주,71,6399,69,2,476,32,13885,2021-12-14 09:07:12.099,null
318,29835,2021년 12월 14일 00시,인천,348,24764,348,0,1014,192,13884,2021-12-14 09:07:12.098,null
319,20671,2021년 12월 14일 00시,대구,130,18889,128,2,855,336,13883,2021-12-14 09:07:12.098,null
320,19359,2021년 12월 14일 00시,부산,206,16306,205,1,571,207,13882,2021-12-14 09:07:12.098,null
321,187169,2021년 12월 14일 00시,서울,2062,146263,2053,9,1936,1395,13881,2021-12-14 09:07:12.098,null
322,528652,2021년 12월 14일 00시,합계,5567,435541,5525,42,1020,4387,13880,2021-12-14 09:07:12.097,null
323,6541,2021년 12월 13일 00시,검역,7,6343,0,7,-,16,13879,2021-12-13 09:00:42.806,null
324,4180,2021년 12월 13일 00시,제주,36,3764,36,0,620,10,13878,2021-12-13 09:00:42.805,null
325,17000,2021년 12월 13일 00시,경남,218,15161,214,4,509,65,13877,2021-12-13 09:00:42.805,null
326,12957,2021년 12월 13일 00시,경북,163,11245,162,1,491,124,13876,2021-12-13 09:00:42.805,null
327,5157,2021년 12월 13일 00시,전남,83,4363,83,0,279,29,13875,2021-12-13 09:00:42.804,null
328,7387,2021년 12월 13일 00시,전북,81,6384,81,0,409,86,13874,2021-12-13 09:00:42.804,null
329,15053,2021년 12월 13일 00시,충남,184,12839,183,1,710,101,13873,2021-12-13 09:00:42.804,null
330,9810,2021년 12월 13일 00시,충북,76,8892,76,0,613,97,13872,2021-12-13 09:00:42.804,null
331,10275,2021년 12월 13일 00시,강원,111,8786,111,0,666,84,13871,2021-12-13 09:00:42.804,null
332,155685,2021년 12월 13일 00시,경기,1367,128461,1361,6,1159,1423,13870,2021-12-13 09:00:42.803,null
333,1719,2021년 12월 13일 00시,세종,12,1589,10,2,483,3,13869,2021-12-13 09:00:42.803,null
334,5988,2021년 12월 13일 00시,울산,39,5637,39,0,527,57,13868,2021-12-13 09:00:42.803,null
335,10219,2021년 12월 13일 00시,대전,78,8532,78,0,698,89,13867,2021-12-13 09:00:42.803,null
336,6828,2021년 12월 13일 00시,광주,37,6358,37,0,471,32,13866,2021-12-13 09:00:42.803,null
337,29487,2021년 12월 13일 00시,인천,390,24560,389,1,1002,186,13865,2021-12-13 09:00:42.802,null
338,20541,2021년 12월 13일 00시,대구,144,18803,142,2,849,334,13864,2021-12-13 09:00:42.802,null
339,19153,2021년 12월 13일 00시,부산,241,16208,239,2,565,201,13863,2021-12-13 09:00:42.802,null
340,185108,2021년 12월 13일 00시,서울,2550,145639,2542,8,1915,1356,13862,2021-12-13 09:00:42.802,null
341,523088,2021년 12월 13일 00시,합계,5817,433564,5783,34,1009,4293,13861,2021-12-13 09:00:42.801,null
342,6534,2021년 12월 12일 00시,검역,7,6343,0,7,-,16,13860,2021-12-12 08:26:53.712,null
343,4144,2021년 12월 12일 00시,제주,32,3741,32,0,614,10,13859,2021-12-12 08:26:53.712,null
344,16782,2021년 12월 12일 00시,경남,198,15066,198,0,502,65,13858,2021-12-12 08:26:53.712,null
345,12794,2021년 12월 12일 00시,경북,147,11164,147,0,485,121,13857,2021-12-12 08:26:53.711,null
346,5074,2021년 12월 12일 00시,전남,80,4337,80,0,274,29,13856,2021-12-12 08:26:53.711,null
347,7306,2021년 12월 12일 00시,전북,88,6334,88,0,405,85,13855,2021-12-12 08:26:53.711,null
348,14869,2021년 12월 12일 00시,충남,207,12747,204,3,701,99,13854,2021-12-12 08:26:53.711,null
349,9734,2021년 12월 12일 00시,충북,90,8816,90,0,608,96,13853,2021-12-12 08:26:53.71,null
350,10164,2021년 12월 12일 00시,강원,123,8646,122,1,659,84,13852,2021-12-12 08:26:53.71,null
351,154318,2021년 12월 12일 00시,경기,2015,128250,2012,3,1149,1413,13851,2021-12-12 08:26:53.71,null
352,1707,2021년 12월 12일 00시,세종,15,1582,15,0,480,3,13850,2021-12-12 08:26:53.71,null
353,5949,2021년 12월 12일 00시,울산,50,5627,49,1,524,57,13849,2021-12-12 08:26:53.71,null
354,10141,2021년 12월 12일 00시,대전,115,8498,115,0,693,87,13848,2021-12-12 08:26:53.709,null
355,6791,2021년 12월 12일 00시,광주,71,6319,68,3,468,32,13847,2021-12-12 08:26:53.709,null
356,29097,2021년 12월 12일 00시,인천,458,24353,457,1,989,181,13846,2021-12-12 08:26:53.709,null
357,20397,2021년 12월 12일 00시,대구,137,18735,137,0,843,334,13845,2021-12-12 08:26:53.709,null
358,18912,2021년 12월 12일 00시,부산,328,16101,327,1,558,201,13844,2021-12-12 08:26:53.708,null
359,182558,2021년 12월 12일 00시,서울,2528,144947,2520,8,1888,1340,13843,2021-12-12 08:26:53.708,null
360,517271,2021년 12월 12일 00시,합계,6689,431606,6661,28,998,4253,13842,2021-12-12 08:26:53.708,null
361,6527,2021년 12월 11일 00시,검역,2,6341,0,2,-,16,13841,2021-12-11 06:15:36.602,null
362,4112,2021년 12월 11일 00시,제주,46,3709,46,0,610,10,13840,2021-12-11 06:15:36.602,null
363,16584,2021년 12월 11일 00시,경남,193,14983,193,0,496,64,13839,2021-12-11 06:15:36.602,null
364,12647,2021년 12월 11일 00시,경북,138,11091,137,1,479,120,13838,2021-12-11 06:15:36.602,null
365,4994,2021년 12월 11일 00시,전남,75,4307,75,0,270,29,13837,2021-12-11 06:15:36.601,null
366,7218,2021년 12월 11일 00시,전북,106,6285,106,0,400,85,13836,2021-12-11 06:15:36.601,null
367,14662,2021년 12월 11일 00시,충남,163,12648,162,1,691,94,13835,2021-12-11 06:15:36.601,null
368,9644,2021년 12월 11일 00시,충북,81,8776,81,0,602,96,13834,2021-12-11 06:15:36.6,null
369,10041,2021년 12월 11일 00시,강원,170,8564,170,0,651,82,13833,2021-12-11 06:15:36.6,null
370,152303,2021년 12월 11일 00시,경기,2058,127928,2053,5,1134,1401,13832,2021-12-11 06:15:36.6,null
371,1692,2021년 12월 11일 00시,세종,7,1569,7,0,476,3,13831,2021-12-11 06:15:36.6,null
372,5899,2021년 12월 11일 00시,울산,34,5603,34,0,519,57,13830,2021-12-11 06:15:36.599,null
373,10026,2021년 12월 11일 00시,대전,118,8457,118,0,685,85,13829,2021-12-11 06:15:36.599,null
374,6720,2021년 12월 11일 00시,광주,25,6292,25,0,463,32,13828,2021-12-11 06:15:36.599,null
375,28639,2021년 12월 11일 00시,인천,464,24138,461,3,973,177,13827,2021-12-11 06:15:36.598,null
376,20260,2021년 12월 11일 00시,대구,143,18656,141,2,838,333,13826,2021-12-11 06:15:36.598,null
377,18584,2021년 12월 11일 00시,부산,319,15960,319,0,548,198,13825,2021-12-11 06:15:36.598,null
378,180031,2021년 12월 11일 00시,서울,2835,143949,2824,11,1862,1328,13824,2021-12-11 06:15:36.597,null
379,510583,2021년 12월 11일 00시,합계,6977,429256,6952,25,985,4210,13823,2021-12-11 06:15:36.597,null
380,6525,2021년 12월 10일 00시,검역,8,6339,0,8,-,16,13822,2021-12-10 09:05:10.81,null
381,4066,2021년 12월 10일 00시,제주,47,3685,47,0,603,10,13821,2021-12-10 09:05:10.81,null
382,16391,2021년 12월 10일 00시,경남,206,14853,204,2,491,64,13820,2021-12-10 09:05:10.81,null
383,12509,2021년 12월 10일 00시,경북,183,11023,182,1,474,116,13819,2021-12-10 09:05:10.809,null
384,4919,2021년 12월 10일 00시,전남,69,4271,69,0,266,28,13818,2021-12-10 09:05:10.809,null
385,7112,2021년 12월 10일 00시,전북,97,6240,97,0,394,85,13817,2021-12-10 09:05:10.809,null
386,14499,2021년 12월 10일 00시,충남,160,12542,158,2,684,91,13816,2021-12-10 09:05:10.809,null
387,9563,2021년 12월 10일 00시,충북,94,8734,94,0,597,96,13815,2021-12-10 09:05:10.809,null
388,9871,2021년 12월 10일 00시,강원,152,8456,150,2,640,81,13814,2021-12-10 09:05:10.808,null
389,150245,2021년 12월 10일 00시,경기,2030,127527,2022,8,1119,1366,13813,2021-12-10 09:05:10.808,null
390,1685,2021년 12월 10일 00시,세종,10,1550,10,0,474,3,13812,2021-12-10 09:05:10.808,null
391,5865,2021년 12월 10일 00시,울산,43,5588,43,0,516,57,13811,2021-12-10 09:05:10.808,null
392,9908,2021년 12월 10일 00시,대전,157,8417,157,0,677,81,13810,2021-12-10 09:05:10.807,null
393,6695,2021년 12월 10일 00시,광주,35,6255,35,0,462,32,13809,2021-12-10 09:05:10.807,null
394,28175,2021년 12월 10일 00시,인천,465,23935,463,2,957,176,13808,2021-12-10 09:05:10.807,null
395,20117,2021년 12월 10일 00시,대구,163,18588,163,0,832,330,13807,2021-12-10 09:05:10.807,null
396,18265,2021년 12월 10일 00시,부산,303,15826,303,0,538,194,13806,2021-12-10 09:05:10.807,null
397,177196,2021년 12월 10일 00시,서울,2800,142612,2786,14,1833,1304,13805,2021-12-10 09:05:10.806,null
398,503606,2021년 12월 10일 00시,합계,7022,426441,6983,39,972,4130,13804,2021-12-10 09:05:10.806,null
399,6517,2021년 12월 09일 00시,검역,5,6335,0,5,-,16,13803,2021-12-09 09:07:15.524,null
400,4019,2021년 12월 09일 00시,제주,48,3662,48,0,596,10,13802,2021-12-09 09:07:15.524,null
401,16185,2021년 12월 09일 00시,경남,193,14787,192,1,485,63,13801,2021-12-09 09:07:15.524,null
402,12326,2021년 12월 09일 00시,경북,143,10958,143,0,467,116,13800,2021-12-09 09:07:15.523,null
403,4850,2021년 12월 09일 00시,전남,69,4271,69,0,262,28,13799,2021-12-09 09:07:15.523,null
404,7015,2021년 12월 09일 00시,전북,125,6192,125,0,389,84,13798,2021-12-09 09:07:15.523,null
405,14339,2021년 12월 09일 00시,충남,208,12482,208,0,676,90,13797,2021-12-09 09:07:15.523,null
406,9469,2021년 12월 09일 00시,충북,92,8694,91,1,592,96,13796,2021-12-09 09:07:15.523,null
407,9719,2021년 12월 09일 00시,강원,139,8423,138,1,630,80,13795,2021-12-09 09:07:15.522,null
408,148215,2021년 12월 09일 00시,경기,2141,127328,2136,5,1104,1350,13794,2021-12-09 09:07:15.522,null
409,1675,2021년 12월 09일 00시,세종,16,1530,16,0,471,3,13793,2021-12-09 09:07:15.522,null
410,5822,2021년 12월 09일 00시,울산,49,5580,49,0,512,57,13792,2021-12-09 09:07:15.522,null
411,9751,2021년 12월 09일 00시,대전,167,8385,166,1,666,78,13791,2021-12-09 09:07:15.521,null
412,6660,2021년 12월 09일 00시,광주,36,6215,36,0,459,32,13790,2021-12-09 09:07:15.521,null
413,27710,2021년 12월 09일 00시,인천,497,23437,497,0,942,173,13789,2021-12-09 09:07:15.521,null
414,19954,2021년 12월 09일 00시,대구,132,18499,131,1,825,328,13788,2021-12-09 09:07:15.521,null
415,17962,2021년 12월 09일 00시,부산,252,15667,252,0,530,193,13787,2021-12-09 09:07:15.52,null
416,174396,2021년 12월 09일 00시,서울,2790,141775,2785,5,1804,1280,13786,2021-12-09 09:07:15.52,null
417,496584,2021년 12월 09일 00시,합계,7102,424220,7082,20,958,4077,13785,2021-12-09 09:07:15.52,null
418,6513,2021년 12월 08일 00시,검역,7,6319,0,7,-,16,13784,2021-12-08 08:59:20.343,null
419,3971,2021년 12월 08일 00시,제주,51,3624,51,0,589,9,13783,2021-12-08 08:59:20.343,null
420,15992,2021년 12월 08일 00시,경남,156,14697,155,1,479,63,13782,2021-12-08 08:59:20.343,null
421,12183,2021년 12월 08일 00시,경북,131,10899,129,2,462,115,13781,2021-12-08 08:59:20.342,null
422,4781,2021년 12월 08일 00시,전남,54,4248,53,1,258,28,13780,2021-12-08 08:59:20.342,null
423,6890,2021년 12월 08일 00시,전북,103,6139,103,0,382,83,13779,2021-12-08 08:59:20.342,null
424,14132,2021년 12월 08일 00시,충남,203,12236,203,0,666,87,13778,2021-12-08 08:59:20.342,null
425,9377,2021년 12월 08일 00시,충북,61,8638,61,0,586,95,13777,2021-12-08 08:59:20.342,null
426,9580,2021년 12월 08일 00시,강원,143,8352,141,2,621,79,13776,2021-12-08 08:59:20.341,null
427,146074,2021년 12월 08일 00시,경기,2268,120546,2263,5,1088,1330,13775,2021-12-08 08:59:20.341,null
428,1659,2021년 12월 08일 00시,세종,16,1518,16,0,466,3,13774,2021-12-08 08:59:20.341,null
429,5773,2021년 12월 08일 00시,울산,26,5575,25,1,508,57,13773,2021-12-08 08:59:20.341,null
430,9584,2021년 12월 08일 00시,대전,185,8242,184,1,655,75,13772,2021-12-08 08:59:20.34,null
431,6624,2021년 12월 08일 00시,광주,57,6157,57,0,457,32,13771,2021-12-08 08:59:20.34,null
432,27213,2021년 12월 08일 00시,인천,433,22834,431,2,925,168,13770,2021-12-08 08:59:20.34,null
433,19822,2021년 12월 08일 00시,대구,127,18410,127,0,820,326,13769,2021-12-08 08:59:20.34,null
434,17710,2021년 12월 08일 00시,부산,253,15552,253,0,522,191,13768,2021-12-08 08:59:20.339,null
435,171606,2021년 12월 08일 00시,서울,2901,139754,2890,11,1775,1263,13767,2021-12-08 08:59:20.339,null
436,489484,2021년 12월 08일 00시,합계,7175,413740,7142,33,944,4020,13766,2021-12-08 08:59:20.339,null
437,6506,2021년 12월 07일 00시,검역,5,6310,0,5,-,16,13765,2021-12-07 09:03:51.87,null
438,3920,2021년 12월 07일 00시,제주,61,3590,60,1,581,9,13764,2021-12-07 09:03:51.87,null
439,15836,2021년 12월 07일 00시,경남,129,14608,128,1,474,63,13763,2021-12-07 09:03:51.87,null
440,12052,2021년 12월 07일 00시,경북,129,10798,128,1,457,115,13762,2021-12-07 09:03:51.87,null
441,4727,2021년 12월 07일 00시,전남,58,4216,56,2,255,27,13761,2021-12-07 09:03:51.87,null
442,6787,2021년 12월 07일 00시,전북,74,6091,74,0,376,80,13760,2021-12-07 09:03:51.869,null
443,13929,2021년 12월 07일 00시,충남,135,12172,134,1,657,87,13759,2021-12-07 09:03:51.869,null
444,9316,2021년 12월 07일 00시,충북,80,8608,80,0,582,95,13758,2021-12-07 09:03:51.869,null
445,9437,2021년 12월 07일 00시,강원,109,8263,108,1,612,78,13757,2021-12-07 09:03:51.869,null
446,143806,2021년 12월 07일 00시,경기,1321,120275,1315,6,1071,1304,13756,2021-12-07 09:03:51.868,null
